"County","State","Years_of_Potential_Life_Lost_Rate","Fair_Poor","Physically_Unhealthy_Days","Mentally_Unhealthy_Days","LBW","Smokers","Obese","Food_Environment_Index","Physically_Inactive","With_Access","Excessive_Drinking","Alcohol_Impaired","Chlamydia_Rate","Teen_Birth_Rate","Uninsured","PCP_Rate","Dentist_Rate","MHP_Rate","Preventable_Hosp__Rate","Screened","Vaccinated","Graduation_Rate","Population_25_44","Some_College","Unemployed","Children_in_Poverty","Income_Ratio","Single_Parent_Households","Association_Rate","Violent_Crime_Rate","Injury_Death_Rate","Average_Daily_PM2_5","Presence_of_violation","Severe_Housing_Problems","Drive_Alone","Long_Commute_Drives_Alone"
"Autauga_Alabama","Alabama",8824.0571232,18.411124355,4.2005779826,4.3067392835,8.4757194245,19.124658497,37.5,7.2,31.1,68.677502703,16.878015122,28.813559322,341.2,26.52420801,8.5009665017,41.50426,32.4301,16.21505,6599,44,41,90,14298,60.854664988,3.8635223281,19.3,4.6366638778,24.700096863,12.631730908,272.28222006,74.031808398,11.7,"No",14.954645747,85.965056526,38.3
"Baldwin_Alabama","Alabama",7224.6321603,18.060457821,4.0987477691,4.2496487805,8.3386827577,16.795485149,31,8,23.8,71.971031191,16.71496869,31.875,338.8,29.594009426,10.699288042,72.87966,49.85232,91.23916,3833,45,45,86.361576801,48116,66.133926345,3.9883364094,14.7,4.5185596041,25.18409096,10.692212904,203.66039629,69.374288987,10.3,"Yes",13.831725255,84.719423478,40.5
"Barbour_Alabama","Alabama",9586.165037,25.773415631,5.0674383044,4.634994147,10.952623535,21.540877567,44.3,5.6,28.2,53.625669228,12.698715423,29.62962963,557.9,45.092838196,12.513196644,38.51338,35.61535,7.91452,4736,46,37,81.41025641,6956,36.774008051,5.900922778,50.3,5.7550626063,57.21574344,8.4729443482,414.27786068,72.90013441,11.5,"No",15.455531453,83.404353334,33.8
"Bibb_Alabama","Alabama",11783.543675,19.996911856,4.3633772783,4.3157100192,11.105002749,19.916404243,37.8,7.6,34.9,16.251363736,15.925150788,27.272727273,302.1,45.454545455,9.6800752764,57.41289,26.46903,8.82301,5998,44,39,83.763837638,6212,48.406310367,4.3851399012,27.3,4.2545944386,29.565403554,10.15766462,89.349125982,100.0779368,11.2,"No",10.960854093,86.365902293,48.6
"Blount_Alabama","Alabama",10908.101822,21.095323159,4.5127526482,4.7015992588,7.9268292683,19.652158178,34.4,8.5,28.5,22.949303932,15.378721894,21.875,114.3,35.600555238,12.114004163,22.52877,20.68502,10.34251,4162,36,38,93.468795356,13831,54.413997542,4.0213929942,18.5,4.1268834637,29.569732938,9.0115070012,482.69061089,105.1972275,11.7,"No",10.401153015,86.792275082,59.7
"Bullock_Alabama","Alabama",12066.910263,29.407713883,5.2266193898,4.7919184772,13.73200443,23.478291175,39.4,4.2,29.2,26.69048928,12.896317308,60.714285714,733.9,54.593175853,13.206483439,28.95194,19.40052,9.70026,6767,44,26,70.247933884,2784,33.620689655,4.9251870324,48.3,6.5995234786,76.157407407,9.6506465933,311.0273327,109.91093424,11.2,"No",20.759837178,73.076923077,47.3
"Butler_Alabama","Alabama",14018.606262,26.502613197,5.1174326174,5.1345730819,12.411764706,22.197655522,40.2,6.5,34.7,48.57974889,13.042811266,31.25,827.7,42.14559387,10.667084247,30.003,30.26482,35.30895,7962,42,35,81.589958159,4872,38.444170772,5.4884864744,33,5.1227855834,52.564384768,11.501150115,581.58400519,95.486283793,10.6,"No",13.780260708,83.562901745,31.8
"Calhoun_Alabama","Alabama",12217.759984,19.584701424,4.2904480661,4.4765721664,9.0023300148,20.462231748,37.1,6.9,30.2,44.713760416,15.431677015,17.857142857,587.5,37.049638955,11.198205872,64.56623,64.50038,98.49383,6450,33,38,92.368045649,28921,57.522215691,4.9339651617,24.2,4.9838135691,39.297771776,14.309272234,756.06654427,82.062149093,11.8,"No",14.538810763,85.022359524,30.6
"Chambers_Alabama","Alabama",11273.17098,25.219835535,5.0370446678,4.9326462099,12.446043165,22.040369624,40.3,6.3,32.4,61.864679234,13.528450886,34.210526316,792.3,49.574866695,10.656982992,50.23195,20.7635,5.93243,5511,38,43,86.23853211,7832,47.139938713,4.0788086452,29.6,4.7392343032,48.405594406,17.728924741,528.99973623,81.216123166,11.4,"No",16.068190062,87.107646935,30.9
"Cherokee_Alabama","Alabama",11294.41054,19.291593453,4.2779170785,4.6812529447,8.2324455206,19.14485261,36.3,8.5,31.8,33.429527877,15.232730666,17.857142857,169,41.122588189,11.895424837,34.98542,15.4697,19.33712,6577,33,43,94.904458599,5503,50.063601672,4.0540540541,25,4.7860693573,26.422447389,10.106899903,330.43879198,105.64384914,11.4,"No",15.469858156,84.975850375,43.4
"Chilton_Alabama","Alabama",10831.917358,21.465307173,4.7362771144,4.6255724065,8.6144265698,19.673275015,35.3,8.1,31.2,47.242398552,15.064312648,18.75,307.3,49.344978166,14.211262583,18.20623,27.23126,40.84689,3791,42,40,88.205980066,11423,38.798914471,4.0485406423,22.6,4.9695319741,35.209096165,16.385607974,507.81072095,90.068370081,11.2,"No",13.058207576,83.176118716,49.2
"Choctaw_Alabama","Alabama",12047.187077,24.111284914,4.7381487719,4.7562769582,11.004273504,19.062059567,41.3,6.4,32.6,27.563316257,13.025240355,58.333333333,375.3,30.313351499,11.283273739,38.48226,46.34994,74.88767,4778,45,36,78.632478632,2780,55.251798561,6.3883763838,34.8,5.7710777838,42.655262179,20.780420226,128.41466262,103.25402007,10.1,"No",13.3632287,81.796690307,45.9
"Clarke_Alabama","Alabama",9688.3738435,27.70052858,5.0341224717,4.8038714851,12.954429083,20.933322707,39.6,5.4,32.3,23.864824062,13.353695283,31.25,633.4,40.77082338,11.380654426,57.39587,29.06615,66.43691,5857,40,29,90.909090909,5555,38.667866787,8.4844559585,31.9,8.1651173934,34.635416667,18.448671696,475.31243598,79.479651587,10.4,"No",12.681912682,83.664317745,34.3
"Clay_Alabama","Alabama",9666.0412363,20.587634774,4.472032396,4.5860482369,9.5528455285,19.13940444,37.7,7.9,30.6,63.975021533,14.819133688,30,287.8,41.796200345,13.443463401,37.059,14.96222,14.96222,5644,40,41,89.808917197,2998,40.827218145,4.3698654081,25.5,4.9053231939,37.557359689,11.858879336,309.06721281,80.056929372,10.6,"Yes",14.298892989,87.523139578,39.4
"Cleburne_Alabama","Alabama",11985.555305,18.30098389,4.3509719859,4.6239163437,8.8815789474,19.710511775,34.5,8,28.7,41.48410366,15.970047221,32,252,41.316978696,11.899599733,26.80247,21.51154,40.26846,5505,28,35,98.02955665,3512,49.914578588,4.4583768722,22.4,4.9114021572,20.487232169,8.7108013937,103.33333333,102.78178226,11,"No",11.601731602,81.824830865,49.5
"Coffee_Alabama","Alabama",7933.1296664,20.226871409,4.5482444526,4.606066663,8.201536376,18.201220902,33.4,7.5,30.3,57.175462481,15.528419697,40.909090909,467.5,29.525144559,10.804120795,54.65974,32.77172,53.97694,4614,40,41,92.517006803,13112,60.494203783,4.387789657,24.8,4.7834285714,36.810779532,15.812282825,276.20804419,59.728761155,10.9,"No",12.212943633,86.646509319,24.5
"Colbert_Alabama","Alabama",10332.484038,20.249936546,4.3370482596,4.4916322024,10.030253665,18.371146454,32.5,7.4,33,55.282207687,15.822772615,17.808219178,473,33.979293868,9.7050100016,68.24554,42.20183,31.19266,6478,40,47,92.136752137,12976,56.049630086,5.209596397,22.2,4.9345389415,35.580138925,17.338055187,400.00735646,69.08386708,10.7,"No",14.546273362,89.073318355,27.2
"Conecuh_Alabama","Alabama",10635.365164,29.069514691,5.5701879313,5.2802804094,14.446721311,23.479997226,38.7,5.2,34.6,37.125793771,11.452551125,26.470588235,552.5,41.460631419,12.799080556,48.40662,16.03978,64.15911,11309,37,44,80.373831776,2551,34.613876911,6.1403508772,42.9,4.9221264835,45.687477445,9.6813231142,387.40920097,90.342827255,10.3,"No",17.117988395,89.966641006,42.9
"Coosa_Alabama","Alabama",12713.326366,23.987607606,4.824660434,4.7071571194,13.493253373,20.5045703,40.4,6.9,31,8.3109454892,13.531703956,21.875,440.9,45.273631841,13.343875441,41.98858,28.79631,9.29887,4725,39,39,82.716049383,2451,44.96124031,4.6228150874,27.6,4.2841550621,36.325459318,9.4509025612,254.8321954,115.14960162,11,"No",16.06741573,83.2,39.4
"Covington_Alabama","Alabama",11346.013021,22.449289189,4.7699995605,4.7970467132,9.5768374165,20.939810841,33.4,7.5,32.8,50.618297365,15.401890515,27.272727273,448.4,50.897401554,12.328302527,50.72348,37.74399,59.31198,8193,43,44,94.902912621,8404,53.426939553,5.2409561549,25.9,4.6163329089,32.160990712,13.348283411,331.12142449,72.800701437,10.5,"No",13.64548495,86.7671346,26.9
"Crenshaw_Alabama","Alabama",9259.1296172,22.290602295,4.589517957,4.6641646183,9.4412331407,19.977136619,38.2,6.2,30,26.377103409,14.435646239,41.176470588,701.2,41.162227603,11.506629883,14.37504,14.41857,50.465,6215,42,37,89.08045977,3228,44.26889715,4.4724949353,29.3,5.7631524369,39.934747145,10.781283692,331.90736097,74.594749677,10.7,"No",9.9350046425,81.197647478,43.8
"Cullman_Alabama","Alabama",10007.614724,20.704153557,4.4965092871,4.7505766135,8.1045751634,20.340604909,34.5,8.3,33.4,46.321170062,15.895649522,28.971962617,337.1,44.529863986,12.83388794,58.20228,48.33545,119.63023,6303,45,41,90.519877676,20173,50.736132454,3.7144299493,18.7,4.6220615826,27.733642282,12.610493386,129.39228552,96.987523545,11.6,"No",13.632731341,88.273265196,34.9
"Dale_Alabama","Alabama",9637.4564807,22.613336822,4.7168411445,4.4415549183,8.5449849333,18.612184668,37.3,6.7,28.7,48.347296571,14.394508845,43.75,571.9,34.820562561,11.042337212,16.25157,34.5346,81.25787,5162,43,43,90.316205534,13058,58.477561648,4.4342661566,25.9,5.234291606,36.163931579,11.17295738,436.72141878,72.761080906,11,"No",12.723449001,87.121585642,25.8
"Dallas_Alabama","Alabama",13923.693981,28.705153525,5.1390385639,5.0755569488,13.919213974,22.196834617,41.9,4.3,28.1,49.05979005,12.016476546,55.102040816,1030.9,43.062200957,10.373814509,74.985,33.15058,48.45085,6574,45,34,86.193293886,9244,49.199480744,7.525945765,43.2,6.5462278107,68.917567027,13.99720056,924.56116843,103.40045379,11.1,"No",22.997258605,86.588921283,25.7
"DeKalb_Alabama","Alabama",10995.276873,23.097445655,4.5474356903,4.6503286583,8.0979284369,22.363353159,30.4,8.4,30.5,46.535600276,14.89396326,34.523809524,251.9,42.365852102,16.578691129,42.31312,25.1337,22.34106,5204,33,42,92.742927429,17671,44.225001415,4.4906674013,27.8,4.6518184037,32.662051605,9.0267983075,312.33068808,93.330522173,11.3,"No",13.092144713,86.524368552,30.1
"Elmore_Alabama","Alabama",8400.1348816,18.957987718,4.2276166824,4.4079859115,9.4993193163,18.66105088,36.1,7.6,27.9,52.090084864,16.572223555,36.144578313,419.9,31.609522725,8.5460444994,26.89519,14.69202,11.01901,6057,48,40,86.157253599,22180,52.146077547,3.6416371254,16.5,4.3525155925,33.545624245,10.88032861,238.67666368,77.429250559,11.9,"No",11.291448517,86.207002175,45.6
"Escambia_Alabama","Alabama",11920.569925,24.452623682,4.8504784353,4.6951595774,9.6638655462,20.868077533,38.4,6.5,30,48.657324043,13.146634924,38.095238095,545.9,47.993807251,13.182404356,39.75827,34.71573,48.06794,7620,35,35,87.792207792,9643,38.297210412,5.030657748,33.7,5.5611456849,44.128242075,15.108142494,446.24531575,120.83951664,10.2,"No",11.932650073,91.29741524,28
"Etowah_Alabama","Alabama",11760.734701,22.973629311,4.9820185085,4.9093520355,8.6778353622,23.130358578,36.1,7.1,33.4,45.157521785,13.804670623,17.346938776,508.1,42.264321155,11.523354371,78.97508,53.52538,106.07756,7165,29,36,90.272052762,25179,53.060089757,4.574066303,29.3,4.7154733627,36.988199535,15.795015795,603.96261974,87.236690589,11.5,"No",12.192982456,84.844809663,28.5
"Fayette_Alabama","Alabama",9663.7324288,19.61169181,4.5742285702,4.6227692147,9.92,20.033000167,37.8,7.9,34.6,34.9863697,14.909134106,31.578947368,456.3,42.693926639,10.803516348,114.83138,30.36191,12.14477,5503,37,44,91.803278689,3773,54.810495627,4.7327308929,27.6,5.0302250379,32.879432624,10.274386559,151.52920803,98.137775863,10.6,"No",12.793176972,84.217314203,38.1
"Franklin_Alabama","Alabama",10875.865439,22.409362481,4.7426679365,4.8541644472,9.1374019775,20.887482257,33,8,33.5,57.986373959,14.953598093,10.714285714,351.3,48.092384154,13.074069825,44.26458,25.40086,12.70043,7810,32,38,92.105263158,7832,42.211440245,4.2335243553,29.8,4.2616599443,43.895800933,9.8014417605,264.23443643,90.533833063,10.5,"No",12.312186978,84.90687219,35.6
"Geneva_Alabama","Alabama",10643.192414,23.761594353,4.9219445063,4.909681346,7.8732597216,22.304880964,38,7.9,32.3,20.205300485,14.656549773,41.666666667,348.2,49.432442329,14.108394921,26.30195,7.56974,15.13947,5629,41,46,90.287769784,6215,44.698310539,4.2710548211,34.3,4.9073682903,41.730802121,9.0178101751,413.57112113,78.798658171,10.6,"No",11.483031148,83.51626813,42.5
"Greene_Alabama","Alabama",12886.136939,34.098748427,5.6448489571,5.2551586158,15.020862309,24.424960035,42.1,3.1,27.9,6.2244333886,9.9536821646,28.947368421,853.5,46.170559479,11.087740385,59.36832,12.0048,12.0048,7559,40,28,77.528089888,1755,47.407407407,7.6597246735,49.4,5.6438562513,77.388694347,10.686297791,669.34404284,77.595936795,10.5,"No",17.5,80.016652789,43.3
"Hale_Alabama","Alabama",11901.734306,27.475815326,5.1895385187,4.9825127522,14.173228346,22.062634169,42,6.1,30.9,29.898477157,12.909603702,33.333333333,955,37.826318594,11.208625878,13.37614,13.50257,13.50257,6807,39,33,91.282051282,3256,43.335380835,5.8931246879,35.5,6.0388564857,59.050359712,6.0192616372,208.55807264,82.204131421,10.8,"No",17.890295359,90.442890443,48.3
"Henry_Alabama","Alabama",9803.3902633,21.280187227,4.6427827893,4.5446280757,9.4594594595,19.666628557,37.9,7.7,32.3,25.702230956,13.676408836,20,453.8,36.264991433,11.742110417,29.13074,29.15962,17.49577,4305,47,42,97.905759162,3800,58.026315789,4.8678512767,27.5,5.1380952381,26.547921968,17.478443253,197.37229718,72.077937176,10.9,"No",11.16751269,85.943190095,35.2
"Houston_Alabama","Alabama",9376.7186064,23.814576267,4.7606834541,4.4201565459,10.365719321,21.50920125,36,7,28.8,57.751583011,15.605670806,26.136363636,621,38.258990863,11.126861213,86.49189,65.16781,132.25231,5137,45,45,90.917431193,26602,58.800090219,4.3390151089,26.5,5.0125725884,44.097894607,13.069885446,487.78848416,71.86282271,10.7,"No",13.152187779,89.185715597,26.8
"Jackson_Alabama","Alabama",11015.602307,19.520730553,4.5794785716,4.7882880007,9.0954900479,22.313742769,37,7.9,30.4,47.731414508,15.125217103,23.611111111,241.1,43.307086614,12.583449402,51.78565,32.74962,44.30831,6730,40,43,90.117252931,12318,44.171131677,4.7689239573,23.3,5.125297383,32.610241821,9.2063370287,316.98494808,98.442472203,11,"No",9.6916299559,87.023779725,37.3
"Jefferson_Alabama","Alabama",10995.21459,19.839865618,4.0097180011,4.2821536358,11.191195091,18.407875572,33.3,6.2,27.9,79.535162028,16.131992422,16.113744076,700.1,31.873225523,9.8516647045,108.26039,87.83414,155.64391,4236,47,43,88.73381114,178343,67.333172594,4.2403810066,23.1,5.432477737,43.666324741,14.495368608,872.75002018,92.139165298,13.4,"No",17.734641475,84.384946513,32.9
"Lamar_Alabama","Alabama",12557.421714,25.080583648,4.8804161471,4.9696916296,10.116731518,20.686247914,35,7.7,36.4,17.529524856,13.901926643,21.428571429,362.1,42.12004212,11.118293471,12.65182,21.51154,14.34103,5852,38,42,94.285714286,3069,54.252199413,4.2258460459,26.1,4.7471857411,23.517915309,8.621928438,162.21172156,82.772005937,10.3,"No",11.563517915,84.35207824,40.6
"Lauderdale_Alabama","Alabama",8950.9558908,19.384356252,4.2925684613,4.5422093871,10.127171216,18.749838657,34.6,7.5,28.2,58.831397167,14.675525713,27.941176471,451.1,23.723874141,9.9361472305,50.91098,54.03186,145.88601,5480,42,51,94.385285576,21115,58.304522851,4.6121142639,18.8,4.5488406253,35.721210815,15.056652007,268.60320916,69.710474916,11,"No",12.768712769,87.998573684,29.1
"Lawrence_Alabama","Alabama",11245.917551,21.412352234,4.6446993533,4.74040373,8.5328185328,21.1006472,35,7.9,34.9,48.985118961,15.400817329,23.80952381,304.7,40.401104491,13.982723764,15.04031,9.07743,118.0066,6598,39,39,88.055555556,7996,50.4002001,4.8826979472,24.4,4.9500895255,30.015229129,13.235471062,260.45300219,96.712960738,11.3,"No",11.451791651,86.642276423,47.9
"Lee_Alabama","Alabama",7084.994902,19.3778864,4.1862444941,4.4031089733,8.3949848143,18.735733276,31.4,6.4,22.1,66.412115767,18.411056288,30.666666667,507,17.594116767,10.488907719,51.57525,29.70224,81.06235,3778,36,45,91.143028127,41375,71.328096677,3.9132208923,19.2,6.2310449237,37.615551526,8.1136668113,415.63740099,55.443702924,12.1,"No",19.914290712,84.749421525,28.1
"Limestone_Alabama","Alabama",7645.1404859,18.415583262,4.043275324,4.3472540258,8.9658107533,18.782646691,33.6,8.2,27.3,60.35370008,15.694380923,25.688073394,257.7,25.600505689,11.062937791,35.57836,26.48249,40.25338,5951,45,44,92.007434944,24440,57.369067103,3.978876667,16.5,5.091074856,26.194414253,9.3797505202,160.12374188,56.494710437,11.8,"No",11.066273475,88.309873732,39.8
"Lowndes_Alabama","Alabama",17068.203733,30.048412052,5.3598503857,5.1214773594,14.207048458,22.357404909,46.2,4.5,32.9,4.867687406,10.758840108,54.545454545,1049.1,36.201022147,11.353447231,9.65437,9.92457,41.27115,5337,44,36,91.304347826,2345,38.635394456,8,40,5.7636379506,73.324851569,6.7580614018,671.01922379,124.5807379,10.9,"No",21.144859813,84.448991523,60.1
"Macon_Alabama","Alabama",11805.597214,29.9782061,5.1694021738,4.8515590133,14.050822123,21.789731149,46.7,3.9,30.7,32.267387656,11.820091953,40.740740741,1178.9,22.151016996,10.422719349,31.64056,26.65956,389.22954,5299,40,33,80,3883,51.764099923,5.7780030411,44.7,6.4266948779,59.760023412,7.9101408005,734.31241656,91.727818546,11.7,"Yes",20.786516854,79.256060184,36.4
"Madison_Alabama","Alabama",8015.2928784,14.718348073,3.775368643,4.0359967125,9.5831040176,16.421107871,31.8,7.5,21.9,69.156927341,15.591933181,30.813953488,565.2,21.506293485,8.762772844,88.24345,55.67158,130.17732,5154,45,44,93.194374686,91600,73.221615721,3.8486351932,18.1,5.1052847867,31.056630275,10.757296893,610.72315915,62.319988825,11.6,"Yes",12.561245599,87.74498412,25.4
"Marengo_Alabama","Alabama",11227.691876,27.404507555,5.1515753089,4.8260141372,12.287887654,21.433259575,40.7,5.3,31.5,44.556998145,11.608091305,45.161290323,571.9,30.749242096,10.100295744,40.66487,25.80645,30.96774,6242,36,32,90.909090909,4545,49.526952695,5.6539420176,32.5,6.864045645,51.124834583,20.8407462,449.41524948,89.590400741,10.6,"No",18.115942029,87.970039743,33.2
"Marion_Alabama","Alabama",10859.874083,20.860464269,4.5941142751,4.7683140467,8.779342723,20.818324633,36.4,7.9,31.6,46.416038472,13.824202599,8.8235294118,241.2,44.603336738,11.399991377,30.002,20.11196,10.05598,7117,36,39,90.217391304,6895,55.373459028,4.7854917312,27.5,4.7579269069,29.853829044,11.000733382,295.8973336,95.614990306,10.5,"No",12.22965002,85.295382234,28.1
"Marshall_Alabama","Alabama",10530.241044,21.961210101,4.7101504958,4.98102738,7.9701524819,21.59965441,33,8.1,32.9,61.560541395,14.571718343,26.829268293,213.4,48.367296833,13.725968013,58.85011,32.44443,230.25076,5877,36,45,92.289348172,23434,50.63156098,3.8045027073,31.4,4.7772874539,33.266146325,9.7733219837,286.26908241,86.768626823,11.8,"No",13.922942207,84.760142725,29.3
"Mobile_Alabama","Alabama",10333.268119,19.876171613,4.6302995393,4.4253812589,11.593906554,18.91319867,36.9,6.4,28.4,72.004542461,16.46166331,35.342465753,684.1,38.444644314,12.392024552,65.56808,50.24701,83.34239,6066,40,42,83.709920379,106121,60.460229361,5.1825879649,31.4,5.250730173,44.092421329,11.233354868,548.14738002,80.785651311,10.8,"No",17.030935858,86.061247275,36.2
"Monroe_Alabama","Alabama",12279.621993,26.169001034,5.0725714661,4.7905260827,12.242348532,21.91414582,39.1,5,31.6,52.093809606,12.120587247,37.037037037,514.9,42.157235093,12.29986706,37.15745,23.44446,70.33338,4791,41,38,88.030888031,4654,39.987107864,6.741102582,34.2,7.9609346025,53.697495563,14.862981886,492.30914187,84.626493612,10.4,"No",12.314098751,91.130747832,31.9
"Montgomery_Alabama","Alabama",9964.8736883,21.269137152,4.2554118139,4.3200480261,12.244897959,19.606464367,36.6,5.4,25.8,77.321102357,15.895815814,32.894736842,1113.7,37.891388985,11.123245014,97.19504,69.27102,120.89338,5809,49,39,81.608133087,61540,62.200194995,4.3040614189,33.7,5.5336008591,52.333320869,15.065231125,531.7145579,69.765675641,11.9,"No",18.837261253,84.816293051,19.7
"Morgan_Alabama","Alabama",9337.445726,20.483087595,4.6482707685,4.4578000847,8.5818255332,20.071585907,31.5,8,27.2,57.306887606,14.66605166,29.577464789,340.3,39.973219912,11.156812867,54.61634,48.81415,133.81811,5862,41,44,90.196078431,29863,54.937548136,4.106491612,20.7,4.7021961185,32.249541284,12.351695627,180.73324863,76.408915044,11.6,"No",13.139396561,89.716147981,35.4
"Perry_Alabama","Alabama",14815.80916,32.304995819,5.7646986118,5.343085588,14.921780987,23.270893537,44.9,4.8,34.5,52.724010953,11.763064458,57.142857143,977,29.944060546,11.251073576,31.33487,21.41557,32.12335,5789,41,24,93.069306931,1775,57.183098592,7.9365079365,51.3,5.3772077376,79.776847978,10.444955087,381.4147018,72.29761831,10.7,"No",20.289855072,84.747847478,47.1
"Pickens_Alabama","Alabama",9928.3967334,25.139709675,4.9825218966,4.7546497828,12.605588044,21.423252604,36,6.9,27.4,5.8847361491,13.836295055,37.5,545.1,36.141636142,11.688574317,39.36233,9.91277,14.86915,5439,42,42,98.181818182,4841,51.66287957,5.2935885905,31.2,5.7846574095,44.042196116,11.808699075,166.21551028,82.072579848,10.5,"No",15.761935906,82.58302583,48.4
"Pike_Alabama","Alabama",10147.500327,22.216030181,4.9194641547,4.8683110128,10.253499811,22.22820971,42.8,6.3,26.1,62.445667042,16.027800504,34.090909091,862.6,18.925786384,12.818352419,48.06826,27.05384,36.07178,5470,44,39,87.285223368,7801,59.466735034,4.8759679748,37.7,6.568135538,46.680018487,10.514931202,564.40203486,66.736007984,11,"No",15.291357059,84.587966923,25.5
"Randolph_Alabama","Alabama",10889.568173,21.584008662,4.6184419698,4.7413872283,9.1928251121,19.749372459,36.6,7.2,30.4,34.844847903,14.261820082,27.586206897,434.8,42.235337514,11.962774958,26.48773,13.23335,22.05558,4215,34,32,91.80887372,5040,50.535714286,4.3956043956,27.9,4.7906976744,32.623250152,10.595090941,196.49835515,97.101091063,11,"No",17.106001122,85.452380952,39.5
"Russell_Alabama","Alabama",11668.48423,23.777693055,4.6772566446,4.6882317909,10.212833545,21.778608294,40.4,6.6,30.9,69.917086898,14.661273626,19.78021978,708,44.316454684,10.803090046,22.34752,22.78903,36.81304,4027,38,41,88.145896657,16459,60.702351297,4.297224709,34.9,4.852205006,45.851742759,9.9704325105,504.99623939,79.912945897,12.1,"No",16.928956835,86.00874979,35
"St. Clair_Alabama","Alabama",9681.6633621,18.14137408,3.8707443437,4.1142439461,8.883669522,19.632348196,35.6,8.4,29.5,47.718110368,15.679375665,23.80952381,251.5,33.208824559,9.4330468533,17.04178,27.21119,14.7394,6162,40,39,88.405797101,22745,53.457902836,3.9695989319,17.6,4.1636916395,29.333533323,8.4072757018,299.39947706,90.993062066,12,"No",11.710444028,86.469952272,52.8
"Shelby_Alabama","Alabama",6354.3621965,14.622676552,3.6781023342,3.8635533239,7.2067743679,16.87485205,32.9,8.6,22.3,86.863162211,18.774494324,20,217.8,15.588382993,7.3996864681,85.46116,51.49692,70.22308,3910,44,43,94.221585482,56346,75.160614773,3.2259834814,9.1,4.1431624593,19.546567408,11.109950527,263.62287755,59.11235659,12,"No",10.577877805,86.219645081,45.9
"Sumter_Alabama","Alabama",15412.98179,31.978986123,5.6968072571,5.2310376871,12.008072654,23.008034973,43.1,4.5,31.8,18.309961491,11.485544016,40.625,934.2,27.172582619,12.877182359,53.68098,15.76417,15.76417,5646,55,29,76.978417266,2742,53.756382203,6.5390749601,46.1,7.2359411692,64.172159752,12.26993865,435.48017419,102.51388528,10.4,"No",26.791277259,87.355508375,41.7
"Talladega_Alabama","Alabama",12392.876655,24.393218809,4.832574374,4.7931945282,11.854053162,21.424848796,40.7,6.8,33.2,59.798762927,13.099257709,28.205128205,586.6,35.941156804,9.8185464916,31.20982,26.22869,13.73884,4924,38,35,92.702394527,20204,50.163333993,4.9621750094,27.5,4.7588466579,44.185096575,11.984569866,468.57277443,99.641093772,11.5,"No",15.513126492,83.701419286,33.4
"Tallapoosa_Alabama","Alabama",10204.243502,23.643166925,4.8893836487,5.0550994673,14.683782091,20.920483463,34.5,7.1,30.5,70.561803153,14.419833555,26.829268293,527.1,46.453006842,10.713613846,41.74135,27.03965,24.5815,4658,36,44,89.892473118,8752,49.737202925,4.1577766836,28,5.3994579246,45.035871326,14.977778869,638.9143409,82.592121982,11.4,"No",17.182235835,84.977519175,35.9
"Tuscaloosa_Alabama","Alabama",8854.970748,20.85753228,4.4562688533,4.6907003293,10.990400644,20.083676791,34.1,7,26.7,70.955429065,18.835490726,30.051813472,615.2,22.370903556,9.2102793873,72.7795,48.12065,122.70765,6078,48,46,88.524590164,54040,64.957438934,4.1416004111,19.7,4.8520988623,38.42212874,11.49916061,401.7177234,60.533517742,11.3,"No",17.778099233,85.550890401,24.7
"Walker_Alabama","Alabama",15487.512757,21.630129744,4.6992715923,4.8957519644,10.304999098,19.790271885,38,7.4,33.3,46.045387404,13.755263778,22.340425532,421.6,48.325499412,11.469099448,46.17729,42.1493,46.83256,4301,45,42,90.358467244,15311,50.734765855,5.0188904355,22.7,5.0663226781,36.504286013,14.314959903,449.85017832,120.32364605,11.6,"No",11.5625,85.766346919,39
"Washington_Alabama","Alabama",13127.578046,22.746618705,4.6852534552,4.8276197062,11.375212224,20.735557107,40.4,7.2,31.5,18.286786872,14.618811896,38.095238095,481.2,32.526671871,13.050797833,11.93602,12.09848,18.14772,4939,37,25,92.672413793,3650,52.849315068,6.8359375,28.2,4.7415703982,39.293248945,17.30723323,243.10453495,121.71547218,10.1,"No",9.4539527302,83.214540271,48.8
"Wilcox_Alabama","Alabama",12067.316202,30.371228338,5.6574797296,5.1811226212,13.960703206,24.25493419,44.4,2.1,34.8,9.7772065124,10.977141359,48.275862069,955.1,40.361864997,10.526918671,36.40998,9.32923,9.32923,4364,36,24,83.216783217,2430,34.320987654,11.396011396,47,5.9586891546,61.623056504,9.1024940834,644.66684699,112.38195363,10.4,"Yes",15.734720416,88.815789474,38.8
"Winston_Alabama","Alabama",10380.221806,21.780872045,4.9434301634,4.942185917,10.176470588,22.780831498,38.2,7.9,33.6,76.176278386,14.701218736,21.212121212,265,44.988953605,12.878503671,50.40958,16.86198,4.2155,12415,40,41,92.857142857,5354,53.77288009,4.9968899026,30.1,4.3751453222,32.012257406,11.762234825,107.48016191,91.060985798,11,"No",11.004784689,82.550731477,40.1
"Aleutians East_Alaska","Alaska",7535.0080955,16.74102301,3.4184644667,2.7264742276,5.1993067591,17.427061964,39.5,5.2,22.2,92.741165234,16.86403499,0,179.6,36.372501219,33.453709783,62.66973,29.67359,59.34718,4905,30,43,82.352941176,960,41.979166667,2.5154798762,11.5,4.3479992485,41.45785877,6.067961165,212.45766781,100.9723261,5.5,"No",14.492753623,26.381909548,0.5
