"County","State","Years_of_Potential_Life_Lost_Rate","Fair_Poor","Physically_Unhealthy_Days","Mentally_Unhealthy_Days","LBW","Smokers","Obese","Food_Environment_Index","Physically_Inactive","With_Access","Excessive_Drinking","Alcohol_Impaired","Chlamydia_Rate","Teen_Birth_Rate","Uninsured","PCP_Rate","Dentist_Rate","MHP_Rate","Preventable_Hosp__Rate","Screened","Vaccinated","Graduation_Rate","Population_25_44","Some_College","Unemployed","Children_in_Poverty","Income_Ratio","Single_Parent_Households","Association_Rate","Violent_Crime_Rate","Injury_Death_Rate","Average_Daily_PM2_5","Presence_of_violation","Severe_Housing_Problems","Drive_Alone","Long_Commute_Drives_Alone"
"Fayette_Iowa","Iowa",5974.7427924,12.356745196,2.9173949888,3.278263093,5.9175531915,15.518605684,34.4,8.4,29.3,78.223180077,19.43337257,16.666666667,276.4,20.769072589,5.3457253971,34.90575,40.4122,35.36068,2381,42,34,94.650205761,4061,65.870475252,3.7108064052,17.5,3.8124432138,33.97737983,19.946145407,278.60647452,107.97210556,9.4,"No",11.572180012,76.162908795,23.5
"Floyd_Iowa","Iowa",5534.0207239,13.38603818,3.0738556953,3.2867364844,5.4824561404,15.974661595,32.1,8.1,25.2,72.765748635,18.670243274,5.5555555556,144.1,20.517144463,5.5979850504,37.80004,44.46138,12.70325,5031,53,54,93.333333333,3185,64.835164835,3.2471231628,16.5,4.8696849189,26.694560669,18.9000189,175.3507014,81.50879041,8.6,"No",8.5507246377,78.222054571,21.9
"Franklin_Iowa","Iowa",6107.9095021,15.229569221,3.2603487366,3.3520811715,7.4418604651,15.502038049,35.4,8.4,25.6,72.284644195,17.979565455,42.857142857,213.7,29.229406554,6.8590704648,29.49853,39.35458,9.83865,2720,48,41,96.739130435,2260,50.973451327,2.7715226052,15.5,4.022429389,38.50357293,29.498525074,15.932700274,63.937380117,8.8,"No",9.9765258216,77.88562988,19
"Fremont_Iowa","Iowa",9957.6550524,12.039018332,2.9716788875,3.1695500468,5.6363636364,14.592516554,34,6.8,26,45.074586749,19.504581668,60,260.6,35.02501787,4.4839725774,14.38849,14.39263,14.39263,5299,40,27,100,1428,73.039215686,2.608922515,15.9,4.1956299358,29.818670248,5.7553956835,397.35099338,85.945109723,9.1,"No",8.9678510998,82.849364791,32.6
"Greene_Iowa","Iowa",7345.1352784,13.166469176,3.0056871916,3.2644249229,9.3150684932,15.401363149,35.9,8.4,29.1,68.905312768,19.034240022,18.181818182,276.9,27.37680438,5.150520759,44.39019,33.40385,66.80771,3216,45,57,85,1792,68.303571429,2.791643557,14.9,4.1180330592,26.747720365,24.414604372,76.838638858,97.006040831,8.8,"No",14.140127389,78.297199639,28
"Grundy_Iowa","Iowa",4998.697628,9.9778033644,2.5542658309,2.9329971841,6.0267857143,12.674248577,32.9,8.9,24.2,71.805990524,20.394650204,22.222222222,152.8,9.9426386233,3.524724152,24.36449,24.32498,32.43331,1541,51,44,96.313364055,2747,77.648343648,2.9533917859,6.8,3.4829829024,18.207681366,27.613091854,97.09916252,61.518536506,9.3,"No",7.5216972035,83.317167798,29.8
"Guthrie_Iowa","Iowa",5822.1170878,11.868104643,2.8828216612,3.2120492259,7.5933075933,15.234754036,33.7,8.5,29.1,74.803724667,19.548774694,25,281,18.510356985,5.5387592212,37.64706,37.48828,18.74414,3835,47,51,96.894409938,2102,70.028544244,3.1987133667,11.2,3.9314310729,25.641025641,23.529411765,32.939626371,73.061071562,8.8,"No",12.070874862,77.936145952,38.9
"Hamilton_Iowa","Iowa",5951.7121865,11.869070782,2.7411620852,3.2043418174,6.9400630915,15.071167343,32.2,8.3,22.1,84.827410196,20.008174003,23.076923077,283.1,24.065864471,5.2345513839,39.79836,39.69567,26.46378,5557,49,62,94.949494949,3440,71.976744186,3.258251877,11.6,3.8490806844,17.125470878,18.572565667,210.92874563,63.3161852,9.1,"No",12.529365701,83.387963813,22.4
"Hancock_Iowa","Iowa",5246.7702987,11.312306079,2.7747153987,3.1111829362,7.1702944942,13.517844817,36.4,8.6,25.9,75.698791994,20.576364066,36.363636364,91.1,13.828867761,4.8918156162,27.68805,55.70513,9.28419,3682,53,54,95.348837209,2321,69.452822059,2.6144852225,10.9,3.7885325788,20.71223905,33.225657591,117.49819234,63.984205042,8.4,"No",7.1657754011,79.241588036,23.5
"Hardin_Iowa","Iowa",5439.6568298,12.832729177,2.8655446116,3.2832132957,6.2597809077,14.39579151,36,8.6,20.6,85.4169043,20.746582136,40,357,19.225634179,5.2092951677,46.44143,70.38949,46.92633,2819,52,60,93.80952381,3616,69.745575221,3.2334198726,16.1,4.1073166603,23.47826087,24.962266342,106.08424337,56.717558135,9.2,"No",7.5985663082,82.932606893,22.1
"Harrison_Iowa","Iowa",6218.3983695,13.064067788,3.0103214001,3.254332489,6.3791554358,14.315270398,34.3,8.3,24.7,51.708199357,19.391565618,18.75,273.4,19.128253371,5,35.33819,42.44482,21.22241,3955,41,36,96.216216216,3027,71.489924017,2.7438196142,11.9,4.2768233253,30.172143975,18.375856951,31.627776216,64.511605077,8.9,"No",10.878661088,81.548690954,43.1
"Henry_Iowa","Iowa",5948.5166314,14.990857303,3.0713211551,3.3828305602,7.5248756219,16.712981925,34.1,7.6,24.6,78.555472822,21.10958493,18.75,230.6,24.727110715,4.6953114444,80.91842,60.41383,100.68972,4208,38,53,88.644688645,4725,63.492063492,2.9852287987,14.8,3.689915399,38.129988597,15.172204521,224.70735786,66.983254186,10.3,"No",11.278688525,83.313390623,21.7
"Howard_Iowa","Iowa",5593.9540631,13.063041735,3.1196365916,3.3058683318,6.3778580024,15.11218321,30.9,7.7,26.9,80.388877274,19.705924744,25,95.6,14.263881814,5.7290956213,42.86327,21.67317,21.67317,2848,51,40,94.615384615,2000,64.9,3.047470209,13.5,3.4998144712,24.585152838,23.574796399,63.485345466,53.253807647,8.3,"No",12.419146184,76.213068794,22.9
"Humboldt_Iowa","Iowa",7141.6493947,13.191131864,3.1591547093,3.3649649655,5.2069425901,16.123916737,33,8.2,27.3,72.348446256,19.32221688,50,303.5,14.293006636,4.6685340803,21.08148,41.8235,10.45588,3288,52,37,94.782608696,2125,63.152941176,3.0532903471,11.8,4.467859214,34.58781362,21.08147992,57.378331855,73.017065131,8.6,"No",7.6372315036,83.45524957,21
"Ida_Iowa","Iowa",4011.8667225,11.601616401,2.8027297188,3.1372337218,7.1942446043,13.776075286,32.2,8.8,26.1,78.050500776,18.997755566,33.333333333,71.1,18.736988203,4.6843177189,28.63278,43.69993,14.56664,5251,42,39,97.872340426,1407,75.764036958,2.3579051874,10.6,4.5042533292,17.672413793,32.927702219,162.17740798,59.895610507,8.6,"No",5.4838709677,79.520508377,18.3
"Iowa_Iowa","Iowa",6605.1727942,11.747010797,2.7487907789,3.1670601421,6.1973986228,13.89131312,34.2,8.6,21.3,76.392540507,20.073457585,24,182.9,13.409961686,4.0315247045,79.70082,31.05011,62.10023,3894,47,50,95.628415301,3596,70.967741935,2.6436342814,7.7,3.8015047577,23.689897353,19.618662252,103.80411553,84.641805692,9.9,"Yes",7.6979472141,79.635045035,34.1
"Jackson_Iowa","Iowa",6160.9445493,12.391371906,2.9813336812,3.2505184382,5.4340622929,15.388854129,31.3,7.9,30.9,74.748085449,19.885566085,22.222222222,174.9,18.384131592,5.243640622,35.94906,51.63689,61.96427,4569,48,54,91.304347826,4021,67.172345188,3.4178610805,16.2,3.9987667971,30.981887512,15.40673788,82.253752827,71.904757013,10.2,"Yes",9.6028452875,84.778965012,39.1
"Jasper_Iowa","Iowa",7090.1985771,12.023369214,2.8447862254,3.2779153966,7.5458636206,14.661004733,33.6,8.4,24.7,78.470224201,20.209698447,12,268.8,23.956194387,3.9433842687,40.86303,51.39858,100.09198,3489,46,57,91.374663073,8637,61.977538497,3.1444582814,10.8,3.8082919506,23.796389168,16.890051215,253.25418006,64.668992577,9.4,"No",11.36127468,81.616315082,35.8
"Jefferson_Iowa","Iowa",5795.6180753,13.937056217,3.2170148826,3.1251271629,6.1395348837,15.313610321,28.6,7.9,20.1,66.668645728,18.009071375,0,216.5,21.024075958,7.2741372625,71.86291,59.71121,113.99414,3512,26,26,91.071428571,4340,76.705069124,3.1239577543,18,4.444598819,37.996443391,16.583747927,83.994670683,80.497040883,9.9,"No",14.17208966,76.301353163,13.1
"Johnson_Iowa","Iowa",4473.5431352,12.184418052,2.8438413412,3.2702075764,6.6157153093,14.442336389,24.7,7.9,16.9,91.57867392,24.841384963,27.272727273,597.6,7.034159349,5.3931349819,171.95848,229.20716,356.54447,3118,48,61,90.157154673,40242,83.29854381,2.4880134767,9.8,5.5002990568,24.612789977,8.9391116843,270.93972025,46.295654585,9.3,"Yes",19.152007217,68.034953005,18.7
"Jones_Iowa","Iowa",5657.5405264,12.292303657,2.8445631611,3.1230671352,6.2457103638,15.684073954,39.5,8.2,26.4,76.88244985,20.656639153,28.571428571,112.4,13.688584698,4.688005173,44.03347,38.95598,53.56447,3626,51,37,92.391304348,4817,64.479966784,3.6667616605,11.5,3.6387867975,23.349909584,15.167082538,54.26426698,76.093106745,10,"No",8.2007343941,81.551252368,39.1
"Keokuk_Iowa","Iowa",6918.9048839,13.129868955,2.9389552909,3.2605139272,6.8415051311,15.569842448,34.6,7.8,24.4,55.503757968,19.887150992,22.222222222,196.8,25.489303596,6.1280986536,9.8824,29.54792,21.67317,2826,43,44,91.25,2151,71.036727104,3.6016949153,15.8,4.2484417155,18.951079771,16.800079059,136.19524951,86.282968919,9.8,"No",10.932105869,79.086983344,35.1
"Kossuth_Iowa","Iowa",4682.0478706,11.880258499,2.8511492777,3.123175648,5.6917688266,13.623141301,36.3,7.6,25,64.028823264,21.087203975,8.3333333333,118.7,11.660018411,4.3979688441,39.69829,53.33689,33.33556,4489,49,32,94,2965,70.725126476,2.4052227694,11.5,3.9973167869,25.362318841,26.465528649,158.03509696,75.177061764,8.3,"No",7.9553903346,82.363927428,15.1
"Lee_Iowa","Iowa",9478.6961655,14.943941168,3.3236944889,3.4700153308,8.1821294077,17.369140358,37.5,7.5,27.5,77.025821204,19.04359812,32.258064516,239.4,40.105834842,4.2935559065,60.66734,40.82228,72.89692,4417,43,50,91.081081081,7767,62.829921463,5.5108857001,19.8,4.0141066556,34.905280129,17.044633829,480.21078279,104.59115147,10.7,"Yes",11.242192922,84.810365432,20.1
"Linn_Iowa","Iowa",5840.2882112,12.175083704,3.0130992956,3.396225688,6.6539630221,14.669590118,33,8.3,23,92.14822039,20.747250424,23.880597015,550.2,17.544912576,3.5679975821,60.90381,73.17672,168.66341,4021,56,58,88.513775708,57866,75.837279231,3.3692665398,11.1,3.9555130435,30.557503506,11.09802807,225.77117601,62.843662067,9.7,"No",10.953962437,84.801263899,15.3
"Louisa_Iowa","Iowa",7652.3837181,14.076948711,2.967812957,3.0878293151,7.1875,15.836067997,35.8,9,27.1,64.889786599,19.6266529,38.461538462,241.4,27.151051625,7.8967516133,8.97505,35.76538,35.76538,3139,38,55,85.869565217,2620,52.290076336,3.3041467041,12.8,3.8170021293,24.096848578,16.155088853,156.14543832,82.210387104,10.5,"No",12.993039443,79.015733626,40.3
"Lucas_Iowa","Iowa",6549.6405557,12.500662251,2.9418549388,3.1655274645,6.5096952909,13.771522257,37.1,8.1,25.4,72.937738818,19.631887159,50,241.9,29.157667387,5.2882466855,69.38823,46.87134,105.46051,3617,42,34,92.156862745,1683,65.59714795,2.8414298808,23.7,3.8670861856,26.935312831,17.347056783,184.40615456,92.357423228,9,"Yes",15.489130435,86.191536748,21.4
"Lyon_Iowa","Iowa",4804.8260296,10.979201475,2.6804482766,2.9791461816,5.8236272879,13.272712322,37.5,9,32.1,70.097573612,21.72873975,22.222222222,136.2,15.980823012,5.4888152444,34.03097,42.40163,8.48033,3290,59,34,95.833333333,2666,72.055513878,1.7591533181,9,3.289271666,13.005431503,28.075548749,133.83681468,46.007565689,8.3,"No",6.8965517241,79.305673158,21.2
"Madison_Iowa","Iowa",5341.3670973,11.5454343,2.9058077716,3.1418856483,5.7675244011,13.788827727,36.9,8.7,26.2,69.506983864,20.792184923,37.5,241.2,13.808340238,4.5616969513,63.09944,24.9797,56.20433,4905,51,36,95.061728395,3611,75.934644143,3.6079374624,8.4,3.9873770732,21.561886051,13.881877839,112.38119702,63.555821078,8.8,"No",8.6746987952,81.029912912,50.3
"Mahaska_Iowa","Iowa",7119.0472583,12.267275308,2.9798232021,3.2299474773,5.7435897436,16.154045178,31.5,7.7,24.3,79.1430231,19.649457798,23.80952381,573.4,21.673690548,4.4326939304,58.60872,40.47673,125.92759,3882,44,53,91.489361702,5214,64.115841964,3.2786885246,15.2,4.7702800455,29.593556846,21.189306163,268.20437173,69.938221238,9.6,"No",11.024930748,78.175412572,19.7
"Marion_Iowa","Iowa",5424.846926,11.19382052,2.777348626,3.0577055358,6.4665127021,14.375152188,33.1,8.6,23.8,83.001591162,20.903920673,44.444444444,258.3,13.961218837,3.7583994533,87.37835,63.43453,99.68283,3071,56,54,96.790123457,7287,74.680938658,2.653284882,8.6,3.7406956136,20.627062706,20.187411492,273.7552073,61.369994886,9.4,"No",11.093990755,77.359276449,24.3
"Marshall_Iowa","Iowa",6019.0315104,15.065350087,2.9607936922,3.1366238252,6.4,14.415177498,34.3,8.7,26.3,81.644853375,18.10813081,35.714285714,498.2,39.636570131,7.5559992513,54.57432,49.64257,158.85624,2249,51,56,90.909090909,9259,53.45069662,4.6142042964,15.5,3.7766974558,32.846207376,13.395514983,452.05747239,76.769386731,9.3,"No",10.755148741,76.746031746,14.8
"Mills_Iowa","Iowa",5833.4832507,11.148953911,2.758512149,3.0351814411,8.66359447,15.160381189,35.5,8.7,26.3,59.725081347,22.831244023,25,276.2,20.484708598,4.0885438176,60.11221,46.45607,46.45607,4364,48,54,96.089385475,3260,62.26993865,2.7728452397,10.6,4.0183237415,19.908987486,11.354528453,286.57159233,61.653107451,9.1,"No",8.4259259259,84.795160847,41.4
"Mitchell_Iowa","Iowa",4770.3158085,11.216919014,2.839292664,3.1452889999,5.256869773,13.706233364,32.7,8.3,20.9,70.248700817,20.06887727,28.571428571,46.2,9.5087163233,6.3605930177,18.58218,47.03226,39.57653,2067,49,29,95.419847328,2047,63.361016121,2.1682567216,13.9,3.8814724425,16.218323587,21.369506643,73.561865529,67.021633094,8.2,"No",7.4541284404,77.395771587,22
"Monona_Iowa","Iowa",8315.8231768,13.554397071,3.1218173281,3.3552681949,5.6360708535,15.718079965,33.5,8,30.2,68.2354214,17.725960884,33.333333333,144.8,15.821058374,5.5126457671,89.90784,34.32494,68.64989,5831,46,14,89.908256881,1869,66.185125736,3.6946902655,15.4,4.5571195966,31.570061902,15.73387278,142.70032931,125.18442348,8.8,"No",9.3943139679,82.387706856,27.3
"Monroe_Iowa","Iowa",7503.0789011,13.920998624,3.1000786068,3.3538619442,7.4380165289,15.998883635,30.5,7.8,26,71.442910916,19.634785752,60,188.1,23.446658851,5.4455445545,50.82592,38.24092,25.49395,5475,43,41,96.296296296,1746,59.10652921,3.8205128205,16.1,3.4139776545,25.338189386,13.977128335,81.28048018,83.121331956,9.3,"No",14.736842105,81.793913508,30.9
"Montgomery_Iowa","Iowa",7709.0948636,14.773229995,3.3338802481,3.5745711034,6.4476885645,16.306011143,32.4,7.7,26.6,82.132216015,19.309974935,25,371.3,31.146179402,5.9969826502,68.45966,49.32426,69.05396,5612,49,58,93.220338983,2091,58.24964132,3.1695085256,17.7,4.3896311279,41.107236269,23.471882641,424.04129794,50.543340915,8.5,"No",11.171366594,79.553515544,20.7
"Muscatine_Iowa","Iowa",5962.5426501,14.604499873,3.1757278533,3.2887278395,7.033719705,15.100581821,34.1,8.6,21.2,80.704175927,21.593700057,23.076923077,406.9,30.997304582,5.6514296939,46.57662,44.3097,41.97761,3728,46,57,86.019417476,10418,59.857938184,3.313625739,13.9,3.8865818437,32.390171258,11.411271542,429.36433134,53.129514844,11.2,"No",11.960844295,84.731496285,15.9
"O'Brien_Iowa","Iowa",4720.512235,12.370703319,2.8817581325,3.1769217437,4.7863247863,14.946765783,32.2,8.1,24,81.073760244,20.621370378,28.571428571,150.2,22.001419446,5.0299618667,57.06134,65.21267,36.22926,3395,48,33,84.239130435,2957,65.099763274,2.4384175168,10,4.1057790658,21.245306633,29.957203994,218.90475849,58.651026393,8.5,"No",7.4104912573,73.684937181,20.2
"Osceola_Iowa","Iowa",7900.0296743,12.451359766,2.9953831371,3.1534200204,4.2553191489,14.212529978,33.4,8.6,27.7,61.962240792,19.439815315,30,178.7,27.182866557,6.5477439664,49.4723,16.5426,54.75594,3475,45,49,89.655172414,1262,58.161648177,2.0955574183,14.8,4.1714466661,25.525946704,29.683377309,89.781260202,87.970806725,8.1,"No",9.7378277154,78.07826917,17.1
"Page_Iowa","Iowa",6691.5066733,14.540979419,3.2490990078,3.3271110674,5.8724832215,17.140729894,41.1,7.2,24,80.780818479,18.631048985,28.571428571,276.9,34.658187599,5.4753977063,71.47034,105.09721,131.37152,4426,47,49,96.174863388,3571,62.755530664,4.0101845958,20.8,4.4937088077,28.302532512,28.588135924,265.85397484,73.690062184,9,"No",11.437648928,81.111111111,13.9
"Palo Alto_Iowa","Iowa",7765.6482498,12.113538257,2.9259918862,3.1911008983,4.9046321526,14.342709666,35.1,8.1,23.3,81.445706401,19.585460681,14.285714286,197.1,16.022099448,4.989154013,33.16016,21.99736,87.98944,3765,46,28,93.75,1988,77.716297787,2.6911314985,13.5,3.7097718195,15.778994525,21.00143694,290.90509907,107.55992624,8.1,"Yes",11.320754717,78.575956053,18.4
"Plymouth_Iowa","Iowa",5366.0200708,12.174913209,2.7958599494,3.1024927924,6.6468253968,13.8119866,33.7,9,25.6,75.550308173,21.401297973,33.333333333,274.2,14.713258652,4.7679222357,39.68254,47.58128,114.9881,3159,47,49,97.009966777,5306,71.202412363,2.4227865477,8.6,3.6114759648,26.535990776,17.46031746,102.54966621,52.778466386,8.9,"No",7.2536268134,81.836419753,22.2
"Pocahontas_Iowa","Iowa",6612.5046881,13.69411841,3.1174693467,3.3151753731,7.4275362319,15.34590332,34.9,8.1,27.7,71.491108071,19.143684769,66.666666667,85.6,17.458100559,6.0114503817,29.04444,73.03535,0,4050,43,33,89.473684211,1337,70.755422588,2.4769305488,18.1,4.4260869565,20.091923835,31.948881789,113.62829345,57.090659968,8.5,"No",8.13771518,75.331325301,26.1
"Polk_Iowa","Iowa",6475.3862761,13.047808495,3.0855557762,3.3437623063,7.100591716,17.443672308,29.4,8.3,19.3,92.866895783,21.270401091,26.666666667,587.1,24.291902034,5.0684650545,95.3496,69.73414,235.7678,3662,50,57,90.300870942,136098,72.010610002,3.0699370516,11.9,4.2251782484,32.104508742,12.235125357,391.85600472,65.521117713,8.6,"Yes",14.286924598,83.843980569,16.8
"Pottawattamie_Iowa","Iowa",7935.571679,13.616172508,3.163708002,3.3642883704,7.4287774973,16.792693074,36.9,7.7,24.2,81.719229696,20.069414673,26.984126984,466.5,29.552266767,5.069843017,45.94901,56.75369,173.47354,4312,46,57,91.838565022,22440,64.251336898,2.7896906358,13.9,4.043146103,34.706285714,10.578957492,372.99214838,74.598870299,9.5,"Yes",13.275180592,84.316362611,24.9
"Poweshiek_Iowa","Iowa",6043.9738543,12.375328135,2.802189105,3.1663828806,7.0434070434,13.852742976,31.1,8.3,22.1,74.114412604,20.325588413,21.052631579,280.3,10.964912281,5.2242152466,86.33249,60.06334,92.82516,2585,47,62,92.574257426,3619,67.532467532,3.1609195402,11.9,4.2700272001,28.849902534,19.424809799,199.29975761,62.590378348,9.6,"No",9.6598639456,72.275657964,22.1
"Ringgold_Iowa","Iowa",8258.5661281,13.534195084,3.1017679038,3.3416453513,7.2681704261,14.940606778,33.8,8.4,27.2,64.314948353,17.787508916,0,355.2,19.924098672,7.1751262291,118.3899,19.86492,13.97233,1763,52,34,97.368421053,1007,68.023833168,3.0751265084,22.2,3.9893116717,21.318493151,21.704814522,59.31198102,126.5172182,8.9,"No",11.57635468,80.72519084,27.3
"Sac_Iowa","Iowa",7783.8806719,12.233954191,2.8278128028,3.1052895148,6.8702290076,14.069905083,34.8,7.8,27.9,79.497584541,18.986926667,15.384615385,179.6,18.966334756,5.2721987315,60.75334,30.55923,61.11847,3162,54,39,93.939393939,1911,71.376242805,2.8368794326,14,3.6519242706,28.233151184,28.351559336,50.462573591,86.310718587,8.8,"No",7.4914869467,83.628950051,18.8
"Scott_Iowa","Iowa",6556.9968935,13.386261363,2.9919673029,3.3839662809,7.2533538738,16.371801682,32.1,8.2,22.1,94.093473103,22.312442865,38.888888889,563,27.977639286,4.1957361648,88.12923,73.03967,125.79054,5408,49,55,88.250126072,44640,69.435483871,3.7009932044,14.2,4.4612331623,34.149095461,10.900193652,494.45160689,71.72122797,10.3,"No",12.213853197,85.956302032,15.1
"Shelby_Iowa","Iowa",6074.3195534,12.232319828,2.9478539821,3.3031824436,4.9881235154,14.297374316,31.8,8.1,23.8,55.412180488,18.081565405,20,184.5,16.159338595,4.6572934974,59.32203,68.79945,68.79945,2912,50,52,96.531791908,2179,72.326755392,2.4258760108,10.6,4.17262124,17.958412098,21.186440678,44.25757911,74.244060475,8.6,"Yes",9.2793682132,79.384407238,23.1
"Sioux_Iowa","Iowa",4587.7868168,11.821460586,2.730594557,3.0976130014,4.7997727918,12.421779171,28,9.3,18.9,83.040588654,20.907355452,23.076923077,125.9,14.778325123,5.740915355,71.63734,48.76649,111.87608,2359,56,53,89.240506329,7762,67.778922958,2.0245700246,7.2,3.2866508111,16.385043061,27.795289128,42.700979276,42.547564152,8.8,"Yes",9.0947726307,76.228790367,9.7
"Story_Iowa","Iowa",4049.868183,13.464375539,3.2285702742,3.2307697815,5.6045827527,14.520009584,27.7,7,18.6,92.087512006,23.86587762,13.636363636,462.4,4.1511000415,4.6786959577,69.00814,46.1529,192.81656,3093,62,65,93.992490613,21245,85.535420099,1.997241572,7.6,5.8186149764,22.970606629,13.286641261,142.44853199,36.89015955,9.3,"Yes",19.192200557,72.782739589,19.3
"Tama_Iowa","Iowa",8489.5869822,13.022744176,2.9783520819,3.3314771838,7.5884244373,15.962396441,34.2,8.3,27.1,77.340012383,19.47411473,42.105263158,253.8,26.656884324,6.4275362319,23.09602,29.31176,35.17411,2385,46,48,94.219653179,3583,62.322076472,3.4901838579,13.4,3.9180542707,28.63931966,15.589814654,322.15688728,89.922873843,9.5,"No",9.5729013255,78.760211437,32.2
"Taylor_Iowa","Iowa",5855.3954569,14.69913799,3.2863934832,3.3277072944,5.6390977444,15.649290233,33.8,8.7,24.3,63.938578439,19.015429908,42.857142857,257.9,25,6.481096801,16.08752,48.5594,16.18647,2823,45,41,96.153846154,1376,56.25,2.2551745443,15.5,4.2739051919,27.31741573,24.131274131,40.61738424,77.662362877,9,"Yes",11.293260474,80.570652174,28.5
"Union_Iowa","Iowa",8671.2552292,14.026265185,3.1528842534,3.3280845049,5.3403141361,16.330245568,38.9,8,24.8,87.146960268,19.227921281,22.222222222,385,26.863666891,4.910528506,80.5153,40.16064,152.61044,2434,51,54,92.028985507,2818,61.994322214,3.1415241058,17.9,3.8788417126,30.149147727,16.90821256,219.4119759,100.90009289,8.9,"No",9.8406747891,79.897418928,19.5
"Van Buren_Iowa","Iowa",7949.7474685,12.815302057,3.0120563964,3.2683270631,3.6858974359,14.90586525,33.6,6.7,25.6,59.27344782,19.097945836,0,163.4,16.823687752,6.3780918728,96.27286,13.97233,13.97233,4550,33,29,92.307692308,1462,56.703146375,3.0880773362,20.7,3.6643365478,15.804434338,8.2519598405,115.55978519,79.070781983,9.3,"No",9.5076400679,72.989045383,25.2
"Wapello_Iowa","Iowa",8374.126189,16.294245739,3.3469699946,3.6047423622,7.4869791667,18.101909789,34.6,6.4,29.6,66.818245614,18.137253081,26.666666667,685.2,35.509885536,7.1347031963,65.7481,59.92467,122.70289,4003,38,48,89.682539683,8648,60.892691952,4.5575647639,17.7,4.745328911,33.82484934,13.435481105,315.24687238,69.396252602,9.7,"No",15.212142118,82.063149886,17.8
"Warren_Iowa","Iowa",5269.1552339,11.387173416,2.8361685882,3.0001250942,6.2271062271,14.734520451,32.7,8.8,18.7,73.278528935,21.356702477,35.135135135,294.1,14.819987585,3.2754779799,54.3358,33.88952,19.93501,3311,51,56,95.118343195,11415,75.865089794,2.7513188746,6.2,3.6103162198,24.088552383,12.074621159,337.09026988,54.148958863,9.2,"No",9.41143809,83.953442494,37.9
"Washington_Iowa","Iowa",6293.5793479,12.149114993,2.8251978199,3.1600630937,7.1672354949,13.934568062,32.4,8.8,19.6,78.036306672,19.91186654,26.666666667,206.8,20.959290609,5.2713870896,71.81006,40.39316,58.34568,3030,42,55,89.179104478,4944,62.317961165,2.9130927335,11.8,3.6137838125,22.637362637,20.196580046,321.61572543,71.2392014,10.3,"No",8.2774049217,77.397701149,32.5
"Wayne_Iowa","Iowa",10394.143721,13.307382231,3.1398595265,3.4578328053,6.0702875399,15.941218957,37.9,7,27.6,54.521318132,18.662198357,50,125.3,19.985196151,7.4074074074,61.99628,30.88326,12.41773,3013,47,25,91.666666667,1292,55.185758514,3.090190442,24.7,3.8046251217,28.144853875,20.148791073,117.28829463,74.743070694,9,"No",12.138728324,76.91462074,26.9
"Webster_Iowa","Iowa",8305.2315435,14.459062767,3.3079612496,3.4415884762,6.6666666667,16.852778846,34.1,7.6,26.2,75.290032357,20.736260845,26.923076923,669,26.288240084,4.9920589085,46.2346,71.02855,237.67245,3143,46,41,82.320441989,8369,66.543195125,3.7689090815,16.5,4.6838573516,36.215797625,14.686284642,469.03170709,88.373706925,8.9,"No",11.514351699,83.593605333,13.7
"Winnebago_Iowa","Iowa",6106.2210652,12.632555459,2.9441457105,3.1593450127,6.1790668348,13.986193875,33.6,8.3,24.8,86.894901528,19.761205499,33.333333333,75.4,15.470562957,4.1244751791,47.03226,66.11882,9.44555,2086,53,53,92.655367232,2282,65.030674847,3.1791907514,13,3.8120666328,25.924276169,21.634841501,114.20957457,69.89044201,8.1,"No",8.0786026201,80.403113151,23
"Winneshiek_Iowa","Iowa",4458.2265779,10.419477569,2.6721106871,2.9978167891,5.9870550162,12.866781063,32.1,8.6,22.5,76.439019757,22.56736812,45.454545455,193.2,6.148686417,4.2711490769,102.13511,64.35325,222.76125,2950,53,57,96.744186047,3971,82.271468144,3.1168172988,8.7,3.9309381696,15.622563036,20.913379699,43.243243243,64.901727161,8.7,"No",7.5151515152,68.067727389,17.4
"Woodbury_Iowa","Iowa",6965.4990627,15.953142022,3.3509788967,3.3615075039,6.7830002815,16.827387493,35.3,7.9,26.4,94.499471479,19.183781919,22.033898305,606.1,31.890303624,7.1934611286,61.29657,69.31631,213.80664,4079,46,48,87.167070218,25641,60.141960142,3.2055774835,16.1,4.1953017452,41.029800075,13.816051917,355.14793765,58.939364665,9,"No",12.96080714,83.057072155,14.1
"Worth_Iowa","Iowa",7859.3629378,11.953263355,2.9142506063,3.133661416,6.3985374771,14.783096448,34.4,8.6,28.9,70.768623322,20.254248151,16.666666667,105.7,15,4.5257181029,26.4131,26.77735,11.69956,3045,54,52,93,1535,63.45276873,3.081298886,13.4,3.8175920789,34.192331867,22.451135763,92.709092113,87.359364659,8.1,"No",8.9622641509,83.949624866,24.8
"Wright_Iowa","Iowa",6589.9066616,15.077697575,3.0981506544,3.3692286076,6.5913370998,14.984883669,32.4,8.6,27.8,74.722201225,19.272909429,44.444444444,211.4,26.5625,6.4460460867,46.95203,39.11139,54.75594,2907,47,29,93.532338308,2654,61.416729465,3.4645909646,14.5,4.2967765669,35.159192058,29.736286094,74.175287917,70.150277483,8.8,"No",10.009099181,79.554096094,17
