County;State;Years_of_Potential_Life_Lost_Rate;Fair_Poor;Physically_Unhealthy_Days;Mentally_Unhealthy_Days;LBW;Smokers;With_Access;Excessive_Drinking;Alcohol_Impaired;Chlamydia_Rate;Teen_Birth_Rate;Uninsured;PCP_Rate;Dentist_Rate;MHP_Rate;Preventable_Hosp__Rate;Screened;Vaccinated;Graduation_Rate;Population_25_44;Some_College;Unemployed
Autauga_Alabama;Alabama;8824.0571232;18.411124355;4.2005779826;4.3067392835;8.4757194245;19.124658497;68.677502703;16.878015122;28.813559322;341.2;26.52420801;8.5009665017;41.50426;32.4301;16.21505;6599;44;41;90;14298;60.854664988;3.8635223281
Baldwin_Alabama;Alabama;7224.6321603;18.060457821;4.0987477691;4.2496487805;8.3386827577;16.795485149;71.971031191;16.71496869;31.875;338.8;29.594009426;10.699288042;72.87966;49.85232;91.23916;3833;45;45;86.361576801;48116;66.133926345;3.9883364094
Barbour_Alabama;Alabama;9586.165037;25.773415631;5.0674383044;4.634994147;10.952623535;21.540877567;53.625669228;12.698715423;29.62962963;557.9;45.092838196;12.513196644;38.51338;35.61535;7.91452;4736;46;37;81.41025641;6956;36.774008051;5.900922778
Bibb_Alabama;Alabama;11783.543675;19.996911856;4.3633772783;4.3157100192;11.105002749;19.916404243;16.251363736;15.925150788;27.272727273;302.1;45.454545455;9.6800752764;57.41289;26.46903;8.82301;5998;44;39;83.763837638;6212;48.406310367;4.3851399012
Blount_Alabama;Alabama;10908.101822;21.095323159;4.5127526482;4.7015992588;7.9268292683;19.652158178;22.949303932;15.378721894;21.875;114.3;35.600555238;12.114004163;22.52877;20.68502;10.34251;4162;36;38;93.468795356;13831;54.413997542;4.0213929942
Bullock_Alabama;Alabama;12066.910263;29.407713883;5.2266193898;4.7919184772;13.73200443;23.478291175;26.69048928;12.896317308;60.714285714;733.9;54.593175853;13.206483439;28.95194;19.40052;9.70026;6767;44;26;70.247933884;2784;33.620689655;4.9251870324
Butler_Alabama;Alabama;14018.606262;26.502613197;5.1174326174;5.1345730819;12.411764706;22.197655522;48.57974889;13.042811266;31.25;827.7;42.14559387;10.667084247;30.003;30.26482;35.30895;7962;42;35;81.589958159;4872;38.444170772;5.4884864744
Calhoun_Alabama;Alabama;12217.759984;19.584701424;4.2904480661;4.4765721664;9.0023300148;20.462231748;44.713760416;15.431677015;17.857142857;587.5;37.049638955;11.198205872;64.56623;64.50038;98.49383;6450;33;38;92.368045649;28921;57.522215691;4.9339651617
Chambers_Alabama;Alabama;11273.17098;25.219835535;5.0370446678;4.9326462099;12.446043165;22.040369624;61.864679234;13.528450886;34.210526316;792.3;49.574866695;10.656982992;50.23195;20.7635;5.93243;5511;38;43;86.23853211;7832;47.139938713;4.0788086452
Cherokee_Alabama;Alabama;11294.41054;19.291593453;4.2779170785;4.6812529447;8.2324455206;19.14485261;33.429527877;15.232730666;17.857142857;169;41.122588189;11.895424837;34.98542;15.4697;19.33712;6577;33;43;94.904458599;5503;50.063601672;4.0540540541
Chilton_Alabama;Alabama;10831.917358;21.465307173;4.7362771144;4.6255724065;8.6144265698;19.673275015;47.242398552;15.064312648;18.75;307.3;49.344978166;14.211262583;18.20623;27.23126;40.84689;3791;42;40;88.205980066;11423;38.798914471;4.0485406423
Choctaw_Alabama;Alabama;12047.187077;24.111284914;4.7381487719;4.7562769582;11.004273504;19.062059567;27.563316257;13.025240355;58.333333333;375.3;30.313351499;11.283273739;38.48226;46.34994;74.88767;4778;45;36;78.632478632;2780;55.251798561;6.3883763838
Clarke_Alabama;Alabama;9688.3738435;27.70052858;5.0341224717;4.8038714851;12.954429083;20.933322707;23.864824062;13.353695283;31.25;633.4;40.77082338;11.380654426;57.39587;29.06615;66.43691;5857;40;29;90.909090909;5555;38.667866787;8.4844559585
Clay_Alabama;Alabama;9666.0412363;20.587634774;4.472032396;4.5860482369;9.5528455285;19.13940444;63.975021533;14.819133688;30;287.8;41.796200345;13.443463401;37.059;14.96222;14.96222;5644;40;41;89.808917197;2998;40.827218145;4.3698654081
Cleburne_Alabama;Alabama;11985.555305;18.30098389;4.3509719859;4.6239163437;8.8815789474;19.710511775;41.48410366;15.970047221;32;252;41.316978696;11.899599733;26.80247;21.51154;40.26846;5505;28;35;98.02955665;3512;49.914578588;4.4583768722
Coffee_Alabama;Alabama;7933.1296664;20.226871409;4.5482444526;4.606066663;8.201536376;18.201220902;57.175462481;15.528419697;40.909090909;467.5;29.525144559;10.804120795;54.65974;32.77172;53.97694;4614;40;41;92.517006803;13112;60.494203783;4.387789657
Colbert_Alabama;Alabama;10332.484038;20.249936546;4.3370482596;4.4916322024;10.030253665;18.371146454;55.282207687;15.822772615;17.808219178;473;33.979293868;9.7050100016;68.24554;42.20183;31.19266;6478;40;47;92.136752137;12976;56.049630086;5.209596397
Conecuh_Alabama;Alabama;10635.365164;29.069514691;5.5701879313;5.2802804094;14.446721311;23.479997226;37.125793771;11.452551125;26.470588235;552.5;41.460631419;12.799080556;48.40662;16.03978;64.15911;11309;37;44;80.373831776;2551;34.613876911;6.1403508772
Coosa_Alabama;Alabama;12713.326366;23.987607606;4.824660434;4.7071571194;13.493253373;20.5045703;8.3109454892;13.531703956;21.875;440.9;45.273631841;13.343875441;41.98858;28.79631;9.29887;4725;39;39;82.716049383;2451;44.96124031;4.6228150874
Covington_Alabama;Alabama;11346.013021;22.449289189;4.7699995605;4.7970467132;9.5768374165;20.939810841;50.618297365;15.401890515;27.272727273;448.4;50.897401554;12.328302527;50.72348;37.74399;59.31198;8193;43;44;94.902912621;8404;53.426939553;5.2409561549
Crenshaw_Alabama;Alabama;9259.1296172;22.290602295;4.589517957;4.6641646183;9.4412331407;19.977136619;26.377103409;14.435646239;41.176470588;701.2;41.162227603;11.506629883;14.37504;14.41857;50.465;6215;42;37;89.08045977;3228;44.26889715;4.4724949353
Cullman_Alabama;Alabama;10007.614724;20.704153557;4.4965092871;4.7505766135;8.1045751634;20.340604909;46.321170062;15.895649522;28.971962617;337.1;44.529863986;12.83388794;58.20228;48.33545;119.63023;6303;45;41;90.519877676;20173;50.736132454;3.7144299493
Dale_Alabama;Alabama;9637.4564807;22.613336822;4.7168411445;4.4415549183;8.5449849333;18.612184668;48.347296571;14.394508845;43.75;571.9;34.820562561;11.042337212;16.25157;34.5346;81.25787;5162;43;43;90.316205534;13058;58.477561648;4.4342661566
Dallas_Alabama;Alabama;13923.693981;28.705153525;5.1390385639;5.0755569488;13.919213974;22.196834617;49.05979005;12.016476546;55.102040816;1030.9;43.062200957;10.373814509;74.985;33.15058;48.45085;6574;45;34;86.193293886;9244;49.199480744;7.525945765
DeKalb_Alabama;Alabama;10995.276873;23.097445655;4.5474356903;4.6503286583;8.0979284369;22.363353159;46.535600276;14.89396326;34.523809524;251.9;42.365852102;16.578691129;42.31312;25.1337;22.34106;5204;33;42;92.742927429;17671;44.225001415;4.4906674013
Elmore_Alabama;Alabama;8400.1348816;18.957987718;4.2276166824;4.4079859115;9.4993193163;18.66105088;52.090084864;16.572223555;36.144578313;419.9;31.609522725;8.5460444994;26.89519;14.69202;11.01901;6057;48;40;86.157253599;22180;52.146077547;3.6416371254
Escambia_Alabama;Alabama;11920.569925;24.452623682;4.8504784353;4.6951595774;9.6638655462;20.868077533;48.657324043;13.146634924;38.095238095;545.9;47.993807251;13.182404356;39.75827;34.71573;48.06794;7620;35;35;87.792207792;9643;38.297210412;5.030657748
Etowah_Alabama;Alabama;11760.734701;22.973629311;4.9820185085;4.9093520355;8.6778353622;23.130358578;45.157521785;13.804670623;17.346938776;508.1;42.264321155;11.523354371;78.97508;53.52538;106.07756;7165;29;36;90.272052762;25179;53.060089757;4.574066303
Fayette_Alabama;Alabama;9663.7324288;19.61169181;4.5742285702;4.6227692147;9.92;20.033000167;34.9863697;14.909134106;31.578947368;456.3;42.693926639;10.803516348;114.83138;30.36191;12.14477;5503;37;44;91.803278689;3773;54.810495627;4.7327308929
Franklin_Alabama;Alabama;10875.865439;22.409362481;4.7426679365;4.8541644472;9.1374019775;20.887482257;57.986373959;14.953598093;10.714285714;351.3;48.092384154;13.074069825;44.26458;25.40086;12.70043;7810;32;38;92.105263158;7832;42.211440245;4.2335243553
Geneva_Alabama;Alabama;10643.192414;23.761594353;4.9219445063;4.909681346;7.8732597216;22.304880964;20.205300485;14.656549773;41.666666667;348.2;49.432442329;14.108394921;26.30195;7.56974;15.13947;5629;41;46;90.287769784;6215;44.698310539;4.2710548211
Greene_Alabama;Alabama;12886.136939;34.098748427;5.6448489571;5.2551586158;15.020862309;24.424960035;6.2244333886;9.9536821646;28.947368421;853.5;46.170559479;11.087740385;59.36832;12.0048;12.0048;7559;40;28;77.528089888;1755;47.407407407;7.6597246735
Hale_Alabama;Alabama;11901.734306;27.475815326;5.1895385187;4.9825127522;14.173228346;22.062634169;29.898477157;12.909603702;33.333333333;955;37.826318594;11.208625878;13.37614;13.50257;13.50257;6807;39;33;91.282051282;3256;43.335380835;5.8931246879
Henry_Alabama;Alabama;9803.3902633;21.280187227;4.6427827893;4.5446280757;9.4594594595;19.666628557;25.702230956;13.676408836;20;453.8;36.264991433;11.742110417;29.13074;29.15962;17.49577;4305;47;42;97.905759162;3800;58.026315789;4.8678512767
Houston_Alabama;Alabama;9376.7186064;23.814576267;4.7606834541;4.4201565459;10.365719321;21.50920125;57.751583011;15.605670806;26.136363636;621;38.258990863;11.126861213;86.49189;65.16781;132.25231;5137;45;45;90.917431193;26602;58.800090219;4.3390151089
Jackson_Alabama;Alabama;11015.602307;19.520730553;4.5794785716;4.7882880007;9.0954900479;22.313742769;47.731414508;15.125217103;23.611111111;241.1;43.307086614;12.583449402;51.78565;32.74962;44.30831;6730;40;43;90.117252931;12318;44.171131677;4.7689239573
Jefferson_Alabama;Alabama;10995.21459;19.839865618;4.0097180011;4.2821536358;11.191195091;18.407875572;79.535162028;16.131992422;16.113744076;700.1;31.873225523;9.8516647045;108.26039;87.83414;155.64391;4236;47;43;88.73381114;178343;67.333172594;4.2403810066
Lamar_Alabama;Alabama;12557.421714;25.080583648;4.8804161471;4.9696916296;10.116731518;20.686247914;17.529524856;13.901926643;21.428571429;362.1;42.12004212;11.118293471;12.65182;21.51154;14.34103;5852;38;42;94.285714286;3069;54.252199413;4.2258460459
Lauderdale_Alabama;Alabama;8950.9558908;19.384356252;4.2925684613;4.5422093871;10.127171216;18.749838657;58.831397167;14.675525713;27.941176471;451.1;23.723874141;9.9361472305;50.91098;54.03186;145.88601;5480;42;51;94.385285576;21115;58.304522851;4.6121142639
Lawrence_Alabama;Alabama;11245.917551;21.412352234;4.6446993533;4.74040373;8.5328185328;21.1006472;48.985118961;15.400817329;23.80952381;304.7;40.401104491;13.982723764;15.04031;9.07743;118.0066;6598;39;39;88.055555556;7996;50.4002001;4.8826979472
Lee_Alabama;Alabama;7084.994902;19.3778864;4.1862444941;4.4031089733;8.3949848143;18.735733276;66.412115767;18.411056288;30.666666667;507;17.594116767;10.488907719;51.57525;29.70224;81.06235;3778;36;45;91.143028127;41375;71.328096677;3.9132208923
Limestone_Alabama;Alabama;7645.1404859;18.415583262;4.043275324;4.3472540258;8.9658107533;18.782646691;60.35370008;15.694380923;25.688073394;257.7;25.600505689;11.062937791;35.57836;26.48249;40.25338;5951;45;44;92.007434944;24440;57.369067103;3.978876667
Lowndes_Alabama;Alabama;17068.203733;30.048412052;5.3598503857;5.1214773594;14.207048458;22.357404909;4.867687406;10.758840108;54.545454545;1049.1;36.201022147;11.353447231;9.65437;9.92457;41.27115;5337;44;36;91.304347826;2345;38.635394456;8
Macon_Alabama;Alabama;11805.597214;29.9782061;5.1694021738;4.8515590133;14.050822123;21.789731149;32.267387656;11.820091953;40.740740741;1178.9;22.151016996;10.422719349;31.64056;26.65956;389.22954;5299;40;33;80;3883;51.764099923;5.7780030411
Madison_Alabama;Alabama;8015.2928784;14.718348073;3.775368643;4.0359967125;9.5831040176;16.421107871;69.156927341;15.591933181;30.813953488;565.2;21.506293485;8.762772844;88.24345;55.67158;130.17732;5154;45;44;93.194374686;91600;73.221615721;3.8486351932
Marengo_Alabama;Alabama;11227.691876;27.404507555;5.1515753089;4.8260141372;12.287887654;21.433259575;44.556998145;11.608091305;45.161290323;571.9;30.749242096;10.100295744;40.66487;25.80645;30.96774;6242;36;32;90.909090909;4545;49.526952695;5.6539420176
Marion_Alabama;Alabama;10859.874083;20.860464269;4.5941142751;4.7683140467;8.779342723;20.818324633;46.416038472;13.824202599;8.8235294118;241.2;44.603336738;11.399991377;30.002;20.11196;10.05598;7117;36;39;90.217391304;6895;55.373459028;4.7854917312
Marshall_Alabama;Alabama;10530.241044;21.961210101;4.7101504958;4.98102738;7.9701524819;21.59965441;61.560541395;14.571718343;26.829268293;213.4;48.367296833;13.725968013;58.85011;32.44443;230.25076;5877;36;45;92.289348172;23434;50.63156098;3.8045027073
Mobile_Alabama;Alabama;10333.268119;19.876171613;4.6302995393;4.4253812589;11.593906554;18.91319867;72.004542461;16.46166331;35.342465753;684.1;38.444644314;12.392024552;65.56808;50.24701;83.34239;6066;40;42;83.709920379;106121;60.460229361;5.1825879649
Monroe_Alabama;Alabama;12279.621993;26.169001034;5.0725714661;4.7905260827;12.242348532;21.91414582;52.093809606;12.120587247;37.037037037;514.9;42.157235093;12.29986706;37.15745;23.44446;70.33338;4791;41;38;88.030888031;4654;39.987107864;6.741102582
Montgomery_Alabama;Alabama;9964.8736883;21.269137152;4.2554118139;4.3200480261;12.244897959;19.606464367;77.321102357;15.895815814;32.894736842;1113.7;37.891388985;11.123245014;97.19504;69.27102;120.89338;5809;49;39;81.608133087;61540;62.200194995;4.3040614189
Morgan_Alabama;Alabama;9337.445726;20.483087595;4.6482707685;4.4578000847;8.5818255332;20.071585907;57.306887606;14.66605166;29.577464789;340.3;39.973219912;11.156812867;54.61634;48.81415;133.81811;5862;41;44;90.196078431;29863;54.937548136;4.106491612
Perry_Alabama;Alabama;14815.80916;32.304995819;5.7646986118;5.343085588;14.921780987;23.270893537;52.724010953;11.763064458;57.142857143;977;29.944060546;11.251073576;31.33487;21.41557;32.12335;5789;41;24;93.069306931;1775;57.183098592;7.9365079365
Pickens_Alabama;Alabama;9928.3967334;25.139709675;4.9825218966;4.7546497828;12.605588044;21.423252604;5.8847361491;13.836295055;máj.37;545.1;36.141636142;11.688574317;39.36233;9.91277;14.86915;5439;42;42;98.181818182;4841;51.66287957;5.2935885905
Pike_Alabama;Alabama;10147.500327;22.216030181;4.9194641547;4.8683110128;10.253499811;22.22820971;62.445667042;16.027800504;34.090909091;862.6;18.925786384;12.818352419;48.06826;27.05384;36.07178;5470;44;39;87.285223368;7801;59.466735034;4.8759679748
Randolph_Alabama;Alabama;10889.568173;21.584008662;4.6184419698;4.7413872283;9.1928251121;19.749372459;34.844847903;14.261820082;27.586206897;434.8;42.235337514;11.962774958;26.48773;13.23335;22.05558;4215;34;32;91.80887372;5040;50.535714286;4.3956043956
Russell_Alabama;Alabama;11668.48423;23.777693055;4.6772566446;4.6882317909;10.212833545;21.778608294;69.917086898;14.661273626;19.78021978;708;44.316454684;10.803090046;22.34752;22.78903;36.81304;4027;38;41;88.145896657;16459;60.702351297;4.297224709
St. Clair_Alabama;Alabama;9681.6633621;18.14137408;3.8707443437;4.1142439461;8.883669522;19.632348196;47.718110368;15.679375665;23.80952381;251.5;33.208824559;9.4330468533;17.04178;27.21119;14.7394;6162;40;39;88.405797101;22745;53.457902836;3.9695989319
Shelby_Alabama;Alabama;6354.3621965;14.622676552;3.6781023342;3.8635533239;7.2067743679;16.87485205;86.863162211;18.774494324;20;217.8;15.588382993;7.3996864681;85.46116;51.49692;70.22308;3910;44;43;94.221585482;56346;75.160614773;3.2259834814
Sumter_Alabama;Alabama;15412.98179;31.978986123;5.6968072571;5.2310376871;12.008072654;23.008034973;18.309961491;11.485544016;40.625;934.2;27.172582619;12.877182359;53.68098;15.76417;15.76417;5646;55;29;76.978417266;2742;53.756382203;6.5390749601
Talladega_Alabama;Alabama;12392.876655;24.393218809;4.832574374;4.7931945282;11.854053162;21.424848796;59.798762927;13.099257709;28.205128205;586.6;35.941156804;9.8185464916;31.20982;26.22869;13.73884;4924;38;35;92.702394527;20204;50.163333993;4.9621750094
Tallapoosa_Alabama;Alabama;10204.243502;23.643166925;4.8893836487;5.0550994673;14.683782091;20.920483463;70.561803153;14.419833555;26.829268293;527.1;46.453006842;10.713613846;41.74135;27.03965;24.5815;4658;36;44;89.892473118;8752;49.737202925;4.1577766836
Tuscaloosa_Alabama;Alabama;8854.970748;20.85753228;4.4562688533;4.6907003293;10.990400644;20.083676791;70.955429065;18.835490726;30.051813472;615.2;22.370903556;9.2102793873;72.7795;48.12065;122.70765;6078;48;46;88.524590164;54040;64.957438934;4.1416004111
Walker_Alabama;Alabama;15487.512757;21.630129744;4.6992715923;4.8957519644;10.304999098;19.790271885;46.045387404;13.755263778;22.340425532;421.6;48.325499412;11.469099448;46.17729;42.1493;46.83256;4301;45;42;90.358467244;15311;50.734765855;5.0188904355
Washington_Alabama;Alabama;13127.578046;22.746618705;4.6852534552;4.8276197062;11.375212224;20.735557107;18.286786872;14.618811896;38.095238095;481.2;32.526671871;13.050797833;11.93602;12.09848;18.14772;4939;37;25;92.672413793;3650;52.849315068;6.8359375
Wilcox_Alabama;Alabama;12067.316202;30.371228338;5.6574797296;5.1811226212;13.960703206;24.25493419;9.7772065124;10.977141359;48.275862069;955.1;40.361864997;10.526918671;36.40998;9.32923;9.32923;4364;36;24;83.216783217;2430;34.320987654;11.396011396
Winston_Alabama;Alabama;10380.221806;21.780872045;4.9434301634;4.942185917;10.176470588;22.780831498;76.176278386;14.701218736;21.212121212;265;44.988953605;12.878503671;50.40958;16.86198;4.2155;12415;40;41;92.857142857;5354;53.77288009;4.9968899026
Aleutians East_Alaska;Alaska;7535.0080955;16.74102301;3.4184644667;2.7264742276;5.1993067591;17.427061964;92.741165234;16.86403499;0;179.6;36.372501219;33.453709783;62.66973;29.67359;59.34718;4905;30;43;82.352941176;960;41.979166667;2.5154798762
Aleutians West_Alaska;Alaska;7444.1009122;15.176383483;2.9668666026;2.5698439729;7.5892857143;15.346800986;89.552238806;19.390484735;100;315.7;15.220700152;22.278978389;35.41704;104.11244;86.76037;3455;42;6;93.333333333;1928;53.060165975;3.626003626
Anchorage_Alaska;Alaska;7876.5360653;13.034719193;3.4436568596;3.1303047194;6.2646023488;14.928456089;91.703275239;19.331683456;28.037383178;827.6;26.295520365;12.873780655;108.31947;123.65979;351.95478;2763;35;36;80.132641292;89893;71.357057835;5.973807104
Bethel_Alaska;Alaska;14538.337213;26.270611509;5.6842453128;4.8572958368;5.9020791415;33.382314172;95.668018574;19.017473712;55.555555556;jún.97;68.498378172;23.898109308;111.30899;132.77274;2002.65545;818;18;12;54.827586207;4638;33.786114705;13.794492948
Bristol Bay_Alaska;Alaska;10629.059577;15.45408765;3.7451943119;3.5111467078;8.0398959237;20.041734008;5.4162487462;22.449256121;0;448.4;45.871559633;22.93814433;0;115.34025;0;2063;36;30;83.333333333;224;máj.62;6.338028169
Denali_Alaska;Alaska;6184.2556345;12.200584017;3.2327847277;2.9594226823;6.7073170732;17.614421683;67.962760131;22.715164027;40;208.4;9.387038348;14.52991453;0;0;72.60542;2056;45;19;45.098039216;598;73.913043478;9.3805309735
Dillingham_Alaska;Alaska;14041.021652;22.120809042;5.0405341547;4.4867050753;7.1830985915;31.617930804;78.625954198;20.090410496;100;1320.8;50.455501051;20.858217209;262.41421;141.93025;689.37551;6230;23;21;64.772727273;1264;46.756329114;9.2944038929
Fairbanks North Star_Alaska;Alaska;6967.1320669;13.209109338;3.5081406922;2.963951082;5.8551617874;18.447492496;75.392750638;23.479671901;36.170212766;699.6;27.902878402;13.59337656;76.53695;134.39917;522.55198;1822;34;32;69.620253165;30420;72.833662064;6.2944249379
Haines_Alaska;Alaska;8610.4287028;13.655827312;3.4065430624;3.2420180622;6.3448275862;17.0535122;99.960127592;20.340713312;0;305.1;41.031652989;20.486111111;320.51282;79.17656;316.70625;2142;35;14;86.956521739;598;70.903010033;9.0909090909
Hoonah-Angoon_Alaska;Alaska;9976.8740551;17.280487725;4.10577138;3.7768453624;10.741811175;21.596854121;6.030589949;18.393127602;50;122.6;33.67768595;25.279247501;40.27386;0;279.72028;4375;19;39;72.727272727;428;45.560747664;12.631578947
Juneau_Alaska;Alaska;7923.8313929;11.866160275;3.1862286759;3.1555540673;5.2435849758;18.040837953;100;21.998446284;50;494.6;17.046248428;13.097497225;120.11827;102.82296;604.47436;3080;33;34;77.297297297;9150;76.633879781;4.7490679667
Kenai Peninsula_Alaska;Alaska;7830.6391286;14.907202757;3.8139386038;3.4426690754;4.9367850692;19.170927514;86.453068592;21.290783781;30.303030303;375.5;21.445067634;17.937387191;73.49674;69.94558;163.77501;2252;43;20;81.732070365;14032;60.768244014;8.4886510426
Ketchikan Gateway_Alaska;Alaska;7149.6536764;15.631852541;3.5172774858;3.3067939899;6.2768701634;20.077686656;100;21.49228454;50;496;24.478041757;16.562633604;80.02328;72.1709;252.59815;3537;27;36;76.923076923;3525;59.063829787;6.3063063063
Kodiak Island_Alaska;Alaska;5196.8052601;12.153963675;3.1350335746;2.8520574312;5.1896207585;16.485496736;98.616833431;21.294319105;100;453.6;21.72459893;21.693382655;138.36295;74.3605;290.00595;4885;26;39;89.523809524;4280;66.471962617;5.1031487514
Kusilvak_Alaska;Alaska;20346.044759;37.948393266;7.2309904982;5.8803959983;6.2836624776;42.754056037;21.813106473;18.634953187;83.333333333;1157.8;96.399099775;22.203166227;48.40662;58.17166;121.92148;1150;21;19;60;1992;24.096385542;20.071301248
Lake and Peninsula_Alaska;Alaska;18571.489514;23.973523738;5.2483058619;4.5745490221;4.8888888889;32.081323082;47.087676272;20.055093021;70;959.7;27.160493827;27.997179126;64.02049;0;61.7284;11974;25;27;77.854831253;345;48.115942029;11.894882434
Matanuska-Susitna_Alaska;Alaska;7170.6594933;14.468255189;3.7776756086;3.5881790393;5.691223051;18.700757336;57.042530479;22.415851517;37.037037037;429.3;22.236476374;15.712221711;46.95061;47.87294;119.21301;3148;36;31;77.573529412;27392;58.838346963;8.6608857101
Nome_Alaska;Alaska;13999.264726;26.023675333;5.6066002973;4.7509875473;5.6518946692;35.815530861;54.624947324;20.325004962;100;14.jan;69.938176198;21.507046943;90.75325;70.5574;887.00736;6740;32;4;81.632653061;2605;38.77159309;12.570310589
North Slope_Alaska;Alaska;11148.861376;16.595797006;4.1064296714;3.5753442676;6.2552831784;25.810282417;64.718981972;23.687742556;33.333333333;805.2;65.373961219;19.615214507;31.23048;71.56001;51.11429;3233;49;51;69.892473118;2820;49.645390071;7.4386920981
Northwest Arctic_Alaska;Alaska;16902.985093;25.559220614;5.51575569;4.7456589757;6.4692127825;33.283264487;21.813106473;21.531730592;0;12.márc;79.33662035;24.038597985;65.16356;26.02811;963.04008;2283;29;31;74.774774775;1995;31.228070175;16.818642351
Petersburg_Alaska;Alaska;8039.2976341;13.157466967;3.3757655322;3.1096900909;5.2435849758;17.344086758;37.075791855;20.913474349;71.428571429;338.9;20.93244529;21.359583952;190.53668;91.43554;335.26364;2732;27;22;90.909090909;703;58.890469417;9.3418259023
Prince of Wales-Hyder_Alaska;Alaska;11628.029401;19.295736215;4.4496687657;3.9686846618;3.5587188612;23.359238505;70.966261189;20.170588653;40;441.6;14.0625;24.26974396;78.77738;46.56216;77.6036;3182;33;33;70.873786408;1518;48.089591568;11.424541608
Sitka_Alaska;Alaska;5987.6318447;13.620252836;3.4163549868;3.1474872615;6.2208398134;17.700026661;100;22.120697963;50;552.9;19.366197183;19.707931404;203.85051;138.10565;1461.61814;4439;29;18;82.010582011;2485;66.116700201;4.6752079119
Skagway_Alaska;Alaska;11384.197035;10.729766938;2.9608035893;2.8813490977;5.7815845824;16.212504057;87.159253945;24.321633121;100;207;21.276595745;14.654282766;0;0;86.43042;1000;39;15;100;355;78.873239437;10.558252427
Southeast Fairbanks_Alaska;Alaska;6378.0870754;14.308331617;3.5653791503;3.2191309075;3.7809647979;18.69028212;33.247972685;20.952267977;20;263.2;40.110650069;21.426163183;101.80337;72.59001;116.14402;2602;34;22;61.971830986;1753;53.5653166;10.441226002
Valdez-Cordova_Alaska;Alaska;6693.2475088;13.984368989;3.344520668;3.1460769743;4.7826086957;18.690788876;49.429223744;21.524999893;71.428571429;320.4;18.266978923;16.998671979;64.13683;32.33455;64.66911;2933;27;27;76.033057851;2391;59.765788373;7.9624336464
Wrangell_Alaska;Alaska;12173.116982;15.62533313;3.7944392034;3.5055986272;6.6870372547;18.653060255;45.091075725;19.158295437;33.333333333;183.2;41.906958862;18.989280245;82.95313;79.3336;277.66759;2138;35;13;máj.87;478;67.991631799;7.7142857143
Yakutat_Alaska;Alaska;12723.512277;18.099693561;4.168482261;3.7772690709;7.4380165289;22.249921572;100;19.464872831;53.571428571;652.5;49.896049896;23.2421875;0;0;495.86777;1727;29;30;85.714285714;192;56.770833333;9.3617021277
Yukon-Koyukuk_Alaska;Alaska;19307.389472;23.978208428;5.2112788694;4.6151062289;4.5774647887;31.358854934;33.53614889;19.183663929;14.285714286;1210.9;37.790697674;27.560240964;18.09627;37.27866;93.19664;1880;41;28;56.423611111;1319;45.943896892;18.262268705
Apache_Arizona;Arizona;16294.298815;26.15931018;5.5989093474;5.4996181421;7.0131247514;21.552775742;19.100086691;11.893855693;30;941.6;40.532771177;19.51417794;32.82635;68.43002;86.58492;5557;22;36;74.16378316;16363;49.935830838;10.416768696
Cochise_Arizona;Arizona;7598.2836203;17.396276596;4.1236492277;3.9730759412;7.881417209;15.939788639;60.263730909;16.0204045;31.958762887;336.2;36.513720532;10.458081245;50.88654;56.91109;119.43313;3823;37;30;84.179970972;29925;66.111946533;5.6123792356
Coconino_Arizona;Arizona;8447.1562791;15.991068984;4.2000149525;4.5429215895;8.0398959237;16.359380315;82.969922854;19.862992279;25.416666667;753.4;20.896786816;13.755101323;83.0329;73.87623;198.18719;2098;35;38;81.25445474;33743;69.415878849;5.5531234661
Gila_Arizona;Arizona;13956.748475;21.460687899;5.090789447;4.8472804947;8.3413001912;18.142619567;91.506987331;14.524607147;25.641025641;302.9;54.686711734;14.379222973;42.9457;56.07372;57.94284;3458;33;35;82.444061962;9574;53.446835179;6.0621664638
Graham_Arizona;Arizona;7833.6889427;21.389238706;4.4307672449;4.0436397813;7.5962018991;17.914206469;58.6646964;17.428915119;46.875;329.2;46.591979897;10.244860636;53.1929;66.72717;40.0363;2688;33;36;84.061135371;10437;52.802529462;5.4426956944
Greenlee_Arizona;Arizona;6963.0865777;19.163544231;4.0842838654;3.7756633915;6.101344364;15.303890746;46.1419936;17.602440642;33.333333333;346.3;43.596730245;8.3531368821;41.61032;21.15283;10.57641;2049;27;28;92.173913043;2535;55.424063116;5.1102204409
La Paz_Arizona;Arizona;13532.482868;22.495477483;4.6720514728;4.3995939061;6.1095505618;15.497512159;34.930938552;12.472890805;7.5949367089;377.1;54.413160392;19.64445166;39.37589;43.6872;111.64507;4270;28;25;81.868131868;3086;35.029163966;5.3795645663
Maricopa_Arizona;Arizona;6352.8658445;14.634310516;3.5912711936;3.6695195859;7.0934941108;13.749257034;91.70800895;18.537748003;26.521944313;531.1;28.484793761;11.749481327;69.76201;66.82094;127.34985;3054;41;45;80.653167864;1143948;64.714392612;4.1734211965
Mohave_Arizona;Arizona;10638.975113;20.853262389;4.8952247486;4.5083802462;7.0580173595;20.02779048;65.628465527;15.512073714;23.913043478;212;34.250172771;12.105808617;45.79803;41.02317;69.49807;4220;39;36;83.382613838;39293;46.456111776;5.8587255937
