County;State;Years_of_Potential_Life_Lost_Rate;Fair_Poor;Physically_Unhealthy_Days;Mentally_Unhealthy_Days;LBW;Smokers;With_Access;Excessive_Drinking;Alcohol_Impaired;Chlamydia_Rate;Teen_Birth_Rate;Uninsured;PCP_Rate;Dentist_Rate;MHP_Rate;Preventable_Hosp__Rate;Screened;Vaccinated;Graduation_Rate;Population_25_44;Some_College;Unemployed
Morris_Kansas;Kansas;6237.0792046;12.966153072;2.903492197;3.1393599407;6.9506726457;14.562283742;52.676008779;14.993950004;25;212.6;27.297543221;9.6766467066;53.83097;18.33181;36.66361;4876;58;46;ápr.93;1113;59.658580413;3.1198141387
Morton_Kansas;Kansas;11356.606772;16.306416825;3.1326853945;3.2453048398;8.7786259542;14.511958569;93.071450665;15.316069352;0;266;33.854166667;13.330400352;105.33708;36.49635;36.49635;6890;15;50;80;554;41.696750903;3.7128712871
Nemaha_Kansas;Kansas;5661.2684307;11.795761783;2.9394101821;3.016853349;4.9147442327;13.834788136;40.842994694;15.403711049;máj.62;febr.78;20.780322307;7.6582667486;97.64671;88.95039;9.88338;3563;54;32;jan.93;2068;75.918762089;2.4193548387
Neosho_Kansas;Kansas;7118.9945065;16.827816529;3.4411257841;3.6740598753;6.7346938776;18.880673176;74.303536822;15.353775599;30.769230769;214.1;38.924455826;8.475912639;55.74136;37.46488;112.39463;6521;41;39;92;3473;68.298301181;5.237072526
Ness_Kansas;Kansas;11064.54847;14.64405487;3.1750115062;3.3639872286;5.7777777778;15.144201192;21.467653685;13.944422467;33.333333333;199.7;27.419354839;13.000449843;67.52194;0;19.82947;3035;53;33;ápr.97;570;62.98245614;2.9239766082
Norton_Kansas;Kansas;8394.9248415;14.171772147;3.11425179;3.1867342908;6.976744186;16.347305998;63.868806207;16.749216231;66.666666667;126.1;32.528856243;9.4153170464;54.61496;55.13692;73.5159;3863;57;38;máj.87;1364;56.231671554;2.2340425532
Osage_Kansas;Kansas;9462.6519174;13.913646256;3.0762062286;3.2764776018;6.1224489796;15.483582779;64.492175514;16.673303458;22.727272727;252.4;23.835920177;9.5152180734;28.37189;12.6807;6.34035;3569;51;53;febr.86;3317;62.375640639;3.9567893481
Osborne_Kansas;Kansas;11384.197035;14.891293116;3.2238510923;3.3252024928;6.862745098;15.51057781;46.967340591;14.595265842;20;298.7;35.470668486;12.82712864;54.91488;55.40166;83.10249;3916;49;43;márc.93;718;63.231197772;2.7888446215
Ottawa_Kansas;Kansas;8393.9217362;11.983883272;2.9189325314;3.1337420347;5.684754522;14.392981575;40.715810212;16.748398307;54.545454545;217.6;11.895910781;8.3175005278;33.78378;51.16834;43.74134;2636;48;39;jan.90;1260;63.73015873;3.0718954248
Pawnee_Kansas;Kansas;9118.9318876;13.952650441;2.9835212657;3.0896523604;8.6956521739;15.459525722;64.606338735;16.580263752;25;160.9;32.342657343;9.1561938959;88.98117;29.94012;598.8024;4536;35;41;91;1656;57.246376812;3.3278418451
Phillips_Kansas;Kansas;7503.0789011;14.520423935;3.2536869911;3.3364172044;7.9439252336;16.179654059;56.876993974;15.125556135;0;184.2;17.982799062;10.186068702;36.84598;37.24395;167.59777;4006;41;38;100;1079;70.250231696;2.9526858769
Pottawatomie_Kansas;Kansas;5765.1430079;12.501391002;2.7269394059;3.1992514826;5.2506908804;15.696000288;68.561377523;19.642425953;16.666666667;197.4;15.189421015;7.2347109061;63.39546;25.0962;29.2789;3631;47;37;jún.92;5972;73.208305425;3.0654174885
Pratt_Kansas;Kansas;7679.561078;13.630044168;3.0450393264;3.1469075911;5.3459119497;15.15038534;76.004556752;16.610109105;6.6666666667;299.2;36.796536797;10.477330142;83.47245;62.84697;83.79596;4234;43;35;jan.86;2037;70.839469809;3.2853376597
Rawlins_Kansas;Kansas;10816.752774;13.877795724;3.0502667333;3.1526030963;10.714285714;14.306835621;59.190154823;14.277131748;80;441;28.260869565;13.638814016;123.36357;80.09612;50.0584;6654;42;34;márc.96;482;76.763485477;2.2556390977
Reno_Kansas;Kansas;7650.2933472;16.269070494;3.3304874016;3.5109499788;6.8240428486;17.140866477;67.374556277;14.219638296;26.19047619;470.8;30.222350148;10.290676192;58.52578;54.3913;147.17645;3352;42;23;márc.87;14827;59.782828623;3.8663913681
Republic_Kansas;Kansas;10150.427539;14.976102019;3.2418743364;3.4011178095;8.3573487032;15.689205778;55.240963855;14.405119336;25;127;24.734982332;10.222882615;85.12449;21.31742;42.63483;5675;39;46;ápr.86;834;73.501199041;2.8048780488
Rice_Kansas;Kansas;9774.9804827;14.886739098;3.1296349474;3.2494682221;5.628742515;16.03276552;65.72448676;16.770572461;36.363636364;300.7;28.605015674;10.71762662;40.68762;31.0559;20.70393;4058;33;18;93;1959;64.318529862;3.2186459489
Riley_Kansas;Kansas;4506.4305545;13.505357852;3.2303019817;3.2653133784;6.0652113844;15.338900226;90.010546298;23.420750046;22.222222222;683.1;13.318715231;8.7234442564;65.44592;62.01801;213.01839;2356;51;57;aug.81;20408;83.560368483;2.9951745995
Rooks_Kansas;Kansas;7366.0597445;14.732001025;3.2478549622;3.2745458909;4.9645390071;16.058849697;66.029723992;14.988884689;0;jún.96;19.961977186;10.151133501;118.20331;39.65893;19.82947;3108;47;43;máj.92;1105;72.760180995;3.8323353293
Rush_Kansas;Kansas;6334.9679128;13.327451769;3.0642922332;3.2536346376;7.476635514;15.397650081;41.790142123;15.332509199;42.857142857;100.9;24.154589372;9.9130434783;32.70111;32.22688;0;3572;48;37;ápr.80;592;70.945945946;3.182374541
Russell_Kansas;Kansas;7396.3034496;14.828535164;3.3140725535;3.5948942613;6.2717770035;16.085637024;63.758967001;15.379156949;20;113.7;25.875190259;11.533420708;57.24098;28.92263;0;5385;39;27;febr.84;1510;68.278145695;3.3419023136
Saline_Kansas;Kansas;7614.0854288;14.890129659;3.1225747402;3.0517585275;7.8030745281;15.847076571;83.395676726;16.433951968;12.121212121;502.8;34.537152345;10.712774722;83.42099;69.42668;330.69025;3314;54;46;márc.88;13601;59.804426145;3.1981482689
Scott_Kansas;Kansas;8429.7827146;12.392435481;2.7919276931;2.8916587252;8.9485458613;13.386006039;80.206645057;16.906342878;50;302.2;29.62962963;11.338932806;79.49126;40.31445;100.78613;6338;53;27;márc.97;1204;59.053156146;2.1746755524
Sedgwick_Kansas;Kansas;7934.0075914;15.138340252;3.2484650567;3.4702641434;7.9837904279;19.105668995;86.384276584;16.200164038;21.235521236;554.8;36.231197748;11.166865717;87.30554;60.15336;206.93535;3097;40;48;márc.81;134490;67.533645624;4.2241950119
Seward_Kansas;Kansas;6731.5989821;22.633039418;3.6083179149;3.308712088;5.6241872562;17.240333406;83.748692924;14.577793602;23.076923077;514;64.079273328;20.567340404;52.84249;31.58987;72.20542;4709;19;36;márc.88;6278;39.391525964;3.5146358756
Shawnee_Kansas;Kansas;8643.6397765;14.683454961;3.1472761554;3.5481811955;7.3288690476;15.990939091;91.229332224;14.798407674;24.731182796;533.2;35.528596187;9.1190642434;70.16717;61.7329;335.60249;3997;52;56;febr.86;43278;66.220712602;3.6627619205
Sheridan_Kansas;Kansas;6698.0723257;14.800053751;3.2007261332;3.3834145869;6.4676616915;16.081642014;64.045383412;14.395879451;50;160.3;21.739130435;15.878023134;39.85652;39.57262;28.68617;10679;47;37;95;569;68.717047452;2.2743947175
Sherman_Kansas;Kansas;8817.9171836;15.094317911;3.198692615;3.2720171767;8.4249084249;16.230086979;81.963394343;15.210385872;14.285714286;250.7;35.398230088;10.267288927;33.52892;67.45363;33.72681;5147;31;31;márc.83;1553;74.951706375;2.9493407356
Smith_Kansas;Kansas;7556.2055564;14.395248389;3.2049667217;3.3983400491;5.859375;15.910155734;38.333765897;14.424375548;40;135;16.282225237;11.373145683;137.6652;54.52563;42.92767;5349;48;32;jan.89;635;74.488188976;2.7904616946
Stafford_Kansas;Kansas;10067.346308;17.229318521;3.3975182125;3.5426752568;2.8571428571;16.585398873;67.523101195;13.907002098;0;165.3;39.867109635;14.918132201;23.76426;23.76991;47.53981;2474;39;38;jan.92;882;58.503401361;3.2950574139
Stanton_Kansas;Kansas;11097.478259;16.521166745;3.0221013876;3.0342664035;6.9444444444;13.994090175;71.677852349;15.942964258;66.666666667;193.1;32.786885246;16.052318668;48.49661;0;219.29825;3598;23;26;100;414;60.869565217;2.7217741935
Stevens_Kansas;Kansas;6429.9114719;19.123892905;3.375381939;3.2732516721;4.114490161;16.587642918;55.835080363;14.881024089;7.6923076923;jan.86;30.736240172;14.863731656;35.81662;35.63792;53.45688;9099;21;41;febr.85;1377;57.298474946;3.1990967256
Sumner_Kansas;Kansas;7518.6159295;14.553502329;3.0678876087;3.4047844623;6.8947087119;15.593913361;62.249295541;15.604884812;23.333333333;237.9;30.665669409;9.2987481434;38.67308;30.22583;99.31344;3310;35;44;szept.91;5098;66.614358572;3.800762011
Thomas_Kansas;Kansas;5890.7890663;12.106517336;2.8687116702;3.1252581191;6.7584480601;14.735781439;78.873417722;18.130657502;16.666666667;240.4;25.882352941;9.2177457282;76.02636;51.36107;128.40267;5950;41;26;86;1799;77.487493052;2.578527895
Trego_Kansas;Kansas;9388.7774816;12.141242224;2.7763776928;2.9513014736;6.7873303167;13.374934177;71.009663446;15.713818329;15.384615385;170.8;24.549918167;8.1460674157;34.81894;0;69.34813;12230;42;27;88;571;75.30647986;3.3449477352
Wabaunsee_Kansas;Kansas;6184.2556345;11.498187627;2.7483364638;3.0022257524;5.7335581788;14.443287175;33.829576067;17.314429651;13.333333333;172.6;22.282241729;7.7145438121;29.02336;30.90115;58.19028;3483;50;45;febr.92;1460;73.287671233;3.1894418477
Wallace_Kansas;Kansas;8846.8624776;12.946858234;2.9335022524;3.1048898395;8.6105675147;14.164364829;38.787878788;15.856213431;0;758.8;34.934497817;9.9742046432;0;0;65.6168;6414;42;21;febr.96;383;72.845953003;2.479338843
Washington_Kansas;Kansas;6798.3544097;11.881475165;2.8842982657;3.0973939316;8.1673306773;13.840845391;35.350922573;15.490203905;11.111111111;142.9;15.835312747;12.157982394;54.09304;18.23154;65.6168;4540;48;35;90;1080;66.203703704;3.0047265361
Wichita_Kansas;Kansas;10423.705546;18.487425578;3.3387973774;3.2537513658;6.0773480663;15.523779581;73.769024172;14.507346954;66.666666667;179.6;49.896049896;19.320843091;94.69697;47.05882;577.20058;7279;36;44;aug.93;478;44.769874477;2.397260274
Wilson_Kansas;Kansas;10092.098027;17.143535207;3.5618655847;3.5890081255;6.2982005141;19.159950872;57.902008715;15.174434188;6.6666666667;203.3;34.697048162;10.843906757;57.31973;34.58213;23.05476;5287;38;37;84;1825;60.054794521;4.7023511756
Woodson_Kansas;Kansas;12277.02012;17.428150235;3.5393707506;3.6263955421;4.0871934605;18.982490958;42.973708069;13.983853333;0;160.5;43.338683788;11.385121249;7.23589;31.77629;60.04367;4610;42;33;szept.92;651;66.359447005;4.4682190057
Wyandotte_Kansas;Kansas;9229.9628716;20.975752961;3.7248301889;3.7431987724;8.3860759494;22.963556921;90.47712771;14.79841706;30;804.3;54.285086032;16.952767045;42.11657;41.14031;147.62112;6102;37;43;aug.74;45277;48.130397332;5.1940313973
Adair_Kentucky;Kentucky;9140.7969874;22.543669723;4.948147561;4.6737809882;8.4699453552;23.260391163;70.363421955;14.54385961;21.428571429;257.5;26.218683239;7.1650659849;36.30705;20.52861;184.75751;5036;38;26;97.311827957;4284;48.716153128;6.3320688649
Allen_Kentucky;Kentucky;10513.474627;19.933564162;4.6442806227;4.5106687243;10.493119266;22.44159831;37.026458208;14.790975129;40;164.7;39.316639363;6.6591822264;14.54122;28.66288;66.88005;6111;30;39;91.555555556;4986;47.593261131;4.07639044
Anderson_Kentucky;Kentucky;9655.7230167;17.262962347;4.2423094189;4.0452519082;7.8918322296;19.033368844;81.163344382;15.482619929;27.777777778;445.9;37.232960326;4.8406895448;31.5913;44.3577;75.40809;4764;35;46;98.876404494;5586;58.395989975;4.1562256977
Ballard_Kentucky;Kentucky;9656.8488272;19.727141201;4.6602949801;4.4422992963;7.5704225352;20.300450262;48.175536429;14.158948868;23.529411765;401.9;42.22972973;5.6603773585;48.78189;37.31807;12.43936;5298;42;49;92.173913043;1813;59.73524545;7.6438356164
Barren_Kentucky;Kentucky;8779.6760622;21.437194133;4.6766699739;4.6177099384;7.6606683805;23.322344202;66.571028857;13.94172861;24.489795918;397.1;48.068576389;6.8842498397;84.10429;34.24579;152.96454;4244;35;47;95.343137255;10379;51.064649774;4.569766838
Bath_Kentucky;Kentucky;11816.167114;24.075322527;5.2876644009;4.7367714275;8.9000839631;24.528404022;39.591062031;13.005889251;33.333333333;212.6;53.864168618;7.5051708855;8.11227;8.07885;266.60204;5931;32;37;91.447368421;2835;46.913580247;7.8023133544
Bell_Kentucky;Kentucky;14301.238364;32.450477719;6.3672367605;5.474542088;10.200737403;29.847046851;86.521905824;11.71250704;27.777777778;248.7;64.801178203;7.3581434838;40.56496;52.05622;18.59151;11488;29;36;96.214511041;6744;42.244958482;7.8498293515
Boone_Kentucky;Kentucky;6827.2395988;14.7612498;3.7945024475;3.8224514263;7.3396036278;17.354910258;73.892148033;18.150046576;20.967741935;361.8;20.913076762;3.8105611789;63.01736;67.31534;93.32354;5250;43;53;95.615866388;34314;74.95191467;3.9017404393
Bourbon_Kentucky;Kentucky;9352.3942677;20.84565122;4.6807691538;4.4345504309;8.8216761185;20.820374091;72.224168126;14.491927303;18.518518519;313.2;32.814371257;7.6751533172;69.89516;64.90589;114.83349;5222;41;51;93.115942029;4647;56.918442006;4.6164701139
Boyd_Kentucky;Kentucky;10627.34406;22.934437345;4.7469756127;4.4937235475;10.38432171;22.453963309;74.088652053;14.255484735;16;221.4;45.639597172;5.0448040658;97.64813;70.86434;602.34686;7951;38;47;93.581780538;12108;65.18004625;7.1362923717
Boyle_Kentucky;Kentucky;9156.8772102;20.416241931;4.6699779218;4.3800040435;8.1501831502;20.526828347;72.330472707;14.737145171;33.333333333;281.8;33.606774279;5.337995338;89.94603;93.57038;230.58415;4512;34;43;96.815286624;6651;58.99864682;5.0153531218
Bracken_Kentucky;Kentucky;14928.247086;20.252186873;4.6313968463;4.4225276741;10.393258427;22.645222675;23.456644675;15.266345284;36.363636364;180.3;35.834266517;5.9814418273;35.71429;24.19257;36.28886;5821;34;34;94.444444444;1974;51.317122594;5.827746261
Breathitt_Kentucky;Kentucky;15397.522311;28.819914483;6.0057642224;5.1627125403;10.390689942;27.254681632;57.299322669;12.018930928;24.242424242;185.4;59.860448035;6.9636077415;60.22282;15.44879;193.10984;10437;27;34;85.95505618;3347;50.283836271;8.5235920852
Breckinridge_Kentucky;Kentucky;10021.508022;19.517035305;4.6114764073;4.3303625591;8.1280788177;22.491224734;54.82327135;14.19472497;24.137931034;194.8;32.928176796;7.7464788732;25.04885;14.91721;99.44806;7397;34;42;94.186046512;4306;41.058987459;5.8615647087
Bullitt_Kentucky;Kentucky;7934.8625833;17.440829512;4.1217169591;4.1485639191;7.9109341057;20.022477767;73.707934714;16.89620941;23.076923077;199.5;26.026770392;4.731598513;17.68771;32.40037;89.7241;6788;41;48;91.291291291;20309;57.1372298;4.2480102572
Butler_Kentucky;Kentucky;11348.661611;23.023735859;4.9778941167;4.6382990113;8.1232492997;23.177577979;20.425531915;13.05240528;18.181818182;224.1;46.389673255;7.4167312161;7.78513;7.79362;70.14262;5996;32;45;93.023255814;3232;42.976485149;5.4593874834
Caldwell_Kentucky;Kentucky;9240.5547808;20.738705202;4.6051894851;4.404969287;8.8669950739;21.077786225;6.269254467;14.12042818;19.047619048;386.4;54.321966693;5.7616892911;55.69701;31.64807;23.73606;5505;44;51;94.326241135;3075;62.43902439;5.2130967624
Calloway_Kentucky;Kentucky;7131.2323952;18.585129237;4.541803792;4.4043993326;7.0136581764;21.056059362;76.416337286;15.162328551;25;451.2;18.441497293;7.127853724;52.0332;41.11103;69.37486;6377;32;47;96.19047619;8517;64.083597511;4.4415765984
Campbell_Kentucky;Kentucky;8724.0816172;14.731927374;4.0885963129;4.2024730259;8.4790539691;18.898532113;94.338912504;18.336454948;28.888888889;417.1;26.863482167;4.9080155968;61.81475;43.24885;149.20855;6204;42;54;97.690531178;24309;70.73511868;3.800714906
Carlisle_Kentucky;Kentucky;11727.506245;20.966869266;4.8375522159;4.5030359626;6.3457330416;20.050281948;7.6802507837;13.127436145;33.333333333;266.7;40.080160321;7.3606729758;41.19464;20.63558;35.17411;5977;40;46;93.548387097;1155;54.285714286;6.8256578947
Carroll_Kentucky;Kentucky;13691.106129;22.93034204;5.0001655007;4.5427790124;8.4145261293;23.561561284;72.389233188;14.433265636;15;476.7;60.64516129;6.4479380269;37.45669;37.33781;84.01008;8088;33;37;98.319327731;2773;34.583483592;4.7164057735
Carter_Kentucky;Kentucky;11049.938957;24.180058554;5.093474687;4.8065219333;9.2554504319;23.364641939;50.079365079;14.561581668;29.62962963;187.8;50;6.6383136095;25.88183;29.47244;162.09844;7226;30;46;99.442896936;6397;57.49570111;9.5680218921
Casey_Kentucky;Kentucky;13202.414564;25.683068801;5.4734350546;4.954969214;9.304029304;25.152070359;26.336571608;12.653462753;50;183.5;53.901131626;8.2099926404;6.32311;12.69841;76.19048;10599;27;32;98.666666667;3678;42.33278956;4.6809736425
Christian_Kentucky;Kentucky;9463.6780317;22.265539532;4.787402467;4.2694068494;9.3256009728;22.618454768;58.724900277;15.547619501;27.083333333;454.2;59.991273997;6.4867928417;60.81464;164.73529;356.45308;5285;39;41;93.906810036;19795;58.701692347;6.0898330079
Clark_Kentucky;Kentucky;10050.249032;18.94398069;4.3493263094;4.1996433523;9.3015446608;20.107113532;79.897790133;15.075001656;6.4516129032;422.3;44.550408719;5.2807304443;55.83629;58.25889;66.58159;5379;40;43;97.389033943;8859;59.837453437;4.6529145903
Clay_Kentucky;Kentucky;13006.711277;28.762068531;5.8902745448;5.0282157363;11.516709512;29.253721579;98.959963185;12.568475328;43.333333333;ápr.90;60.48203729;8.0022809352;33.70895;14.73043;24.55072;8468;16;24;84.07960199;6070;37.413509061;8.4929078014
Clinton_Kentucky;Kentucky;10657.401617;23.092288033;5.0478691392;4.5751943974;8.1850533808;24.634721692;29.536604361;13.09307522;20;máj.88;55.45112782;7.8684891023;39.30431;19.46283;175.16543;10626;27;35;97.692307692;2390;41.548117155;6.5772504514
Crittenden_Kentucky;Kentucky;9725.2265699;21.631576713;4.7907677442;4.4407670143;7.4626865672;21.696388917;2.6516371444;13.933006912;14.285714286;163.3;49.21579232;6.1482820976;43.53505;11.00837;11.00837;12129;33;26;85.416666667;2071;54.563013037;5.3152935492
Cumberland_Kentucky;Kentucky;10477.842311;23.21908789;4.965015889;4.6039702661;7.9136690647;21.84107135;11.464410735;12.718802049;50;148;42.846212701;6.7773959527;44.5236;59.64808;223.68029;12660;26;15;98.461538462;1360;60;5.2738336714
Daviess_Kentucky;Kentucky;8493.60738;19.612628431;4.6351976981;4.3736949489;7.8221842274;21.766167148;77.616495613;15.850629849;25;494.7;40.640856982;5.0655622872;56.18316;59.77644;260.0275;4645;49;49;94.918699187;24573;63.219794083;4.4272262805
Edmonson_Kentucky;Kentucky;8162.4992918;22.482955843;4.9460060297;4.6875797781;6.5333333333;21.305645919;65.290683332;13.312771302;22.222222222;224.9;34.902597403;7.3667711599;8.25491;16.35858;40.89645;6513;35;41;94.029850746;2829;51.64369035;5.9787059787
Elliott_Kentucky;Kentucky;8923.6679538;29.295921207;5.7649920534;5.0827363074;10.395010395;26.919068744;41.77279674;12.337657622;66.666666667;ápr.65;61.615320566;6.334841629;13.1787;39.87771;159.51083;4966;29;35;97.530864198;2108;35.673624288;10.193084868
Estill_Kentucky;Kentucky;13796.003471;24.582190159;5.3895953798;4.9574767276;8.6511627907;25.410862397;63.324700109;12.927417995;35.714285714;194.8;45.470692718;6.8284620738;27.95834;49.02991;63.03845;8299;34;27;96.666666667;3471;43.935465284;5.9817945384
Fayette_Kentucky;Kentucky;7655.8814945;18.191816508;4.260226477;3.9818639765;8.5425000885;18.804168538;99.133883023;19.82710214;32.278481013;699.5;21.20522182;7.2853824835;124.35272;144.11773;342.59021;4414;44;50;89.074410163;90806;75.629363698;3.6487975032
Fleming_Kentucky;Kentucky;11253.439238;22.825624629;5.0832927687;4.6099134632;8.2474226804;23.220866591;52.397546696;12.704167551;45.454545455;198.1;37.348272642;7.320963815;55.14579;27.68933;62.30098;8177;33;38;94.886363636;3416;55.035128806;5.9912323429
Floyd_Kentucky;Kentucky;14723.972579;26.011928004;5.6284104159;5.3685375981;10.673331373;26.255221968;47.251020253;12.35746772;21.153846154;185.4;64.020486556;7.1787580186;59.28321;68.92559;1202.06225;12587;30;32;96.457765668;9247;50.697523521;8.1429905748
Franklin_Kentucky;Kentucky;9606.7163743;17.375763903;4.2575539556;4.1522717126;9.7981290005;19.722425578;82.822359744;15.40225407;19.230769231;532;33.182372409;6.4036110216;35.60127;77.25067;120.82797;6254;29;44;87.695749441;12570;61.042163882;4.1381266972
Fulton_Kentucky;Kentucky;11135.69987;26.565786283;5.3484471831;4.8404059445;10.018903592;24.57620995;82.548069866;11.787284686;57.142857143;673.3;54.290718039;5.7028291379;32.3677;16.14987;151.43172;6594;29;35;98.181818182;1450;53.172413793;7.1942446043
Gallatin_Kentucky;Kentucky;13405.268157;18.651061482;4.4199345675;4.2524026282;8.8418430884;21.360137938;39.78344394;15.736809102;29.411764706;173.7;47.355163728;7.0215327003;46.463;11.39471;91.1577;7913;25;42;95.575221239;2092;44.885277247;4.6110970357
Garrard_Kentucky;Kentucky;9257.8609159;19.53619949;4.5920851554;4.3976513195;9.622786759;20.812043842;62.10974456;14.131422314;30.769230769;313.3;39.650145773;7.1604244255;28.91511;22.82714;28.53393;4340;37;44;93.81443299;4011;51.209174769;4.7908057851
Grant_Kentucky;Kentucky;10800.274001;22.39662238;4.8071792185;4.5409170649;8.2075106465;23.157158373;62.123915335;15.097641023;18.75;359.5;48.217668331;5.5215887009;44.13594;28.01793;84.05379;4774;34;47;88.95184136;6143;49.063975256;4.9085075015
Graves_Kentucky;Kentucky;9218.7228847;22.063479126;4.9674001423;4.5338943822;7.1428571429;21.647874873;47.194310498;13.656603245;41.860465116;307.3;46.543209877;7.2205999469;37.65263;43.10229;75.429;8639;39;43;95.324675325;8751;53.091075306;5.9036219687
Grayson_Kentucky;Kentucky;11807.10557;22.138994306;4.9467268199;4.7082037131;8.6049543677;22.98225234;59.694709858;13.716346836;23.255813953;282.2;48.525569242;6.9310724721;57.28689;34.14523;91.05395;7874;37;40;85.223367698;6297;45.307289185;6.0327570519
Green_Kentucky;Kentucky;10079.035091;18.935208401;4.5460294086;4.2863353884;8.2810539523;21.384452595;0;13.669781558;21.052631579;163.5;43.212775951;7.6251722554;44.358;36.15002;144.60009;7439;36;42;95.604395604;2524;46.553090333;4.6135876971
Greenup_Kentucky;Kentucky;9708.910014;18.10814635;4.3804909128;4.411962397;8.4809649453;19.377009909;73.614196695;13.688908207;13.636363636;119.2;40.304396843;5.0425487024;61.29329;39.41663;132.32727;7414;40;48;96.043956044;8285;65.721182861;7.6194607099
Hancock_Kentucky;Kentucky;8389.4805116;18.912389497;4.5288543269;4.3298420931;6.9306930693;20.409669959;9.3636894337;15.0197343;14.285714286;287.6;51.015096304;4.359785449;17.98076;68.17407;68.17407;3310;45;42;95.12195122;1949;54.027706516;5.0648397357
Hardin_Kentucky;Kentucky;7525.5745355;19.559831576;4.1167720692;4.1602852433;7.7087595313;19.886899974;54.575860076;15.281978595;18.888888889;535.5;35.915315467;5.0084179777;54.046;92.53176;358.09792;6211;39;42;94.249775382;28388;68.715654502;4.6227000207
Harlan_Kentucky;Kentucky;14416.312123;27.940812906;5.7561152722;5.2040209086;10.849980415;28.511536994;59.317576337;11.998763049;19.230769231;122.7;65.796728543;6.7179910182;33.12721;29.94797;26.20447;12618;22;23;95.774647887;6634;50.497437443;9.4127806563
Harrison_Kentucky;Kentucky;11071.922313;19.755744882;4.6253105875;4.3468741097;8.4432717678;20.953512646;48.625703067;14.115255146;26.666666667;357.1;37.549407115;6.2044270833;48.26772;31.94718;58.56983;4392;34;47;93.607305936;4243;51.920810747;4.5552652505
Hart_Kentucky;Kentucky;9538.4225089;24.145489819;5.1001100421;4.7290576491;8.3099382369;23.904665354;39.419748338;13.035957831;máj.37;352.2;48.285852245;7.435358971;37.57986;26.65671;74.6388;6580;31;36;93.852459016;4181;42.764888783;4.3720479593
Henderson_Kentucky;Kentucky;9706.0031733;22.870998641;4.9514514497;4.4574667122;10.215863454;21.820387686;75.074594595;13.797281362;13.043478261;329.7;48.145738452;5.5637747015;51.88853;50.07838;117.57534;6635;40;46;96.304849885;11494;59.961719158;4.61967708
Henry_Kentucky;Kentucky;9641.6714552;18.182666774;4.3860470256;4.1806991913;8.1551860649;21.410906889;32.29761287;14.346850117;25;211.3;42.818098998;6.8450099647;50.57529;24.99063;43.7336;4656;34;42;93.212669683;3523;44.507521998;4.1252485089
Hickman_Kentucky;Kentucky;7255.3563631;22.772644192;5.1091846118;4.6764311863;7.5085324232;22.583065057;13.157894737;12.230049538;0;151.8;24.945770065;6.5236818588;21.61228;22.12389;77.12082;9015;36;46;97.826086957;805;43.97515528;7.1465561885
Hopkins_Kentucky;Kentucky;10462.728421;21.273622396;4.7573883954;4.2410740592;8.5151116951;19.364986258;53.113810742;13.49576207;18.181818182;272.6;50.481776288;5.7701671807;115.45835;50.49729;76.8437;6051;37;44;90.573770492;11124;53.407047825;4.8343911146
Jackson_Kentucky;Kentucky;12139.438253;26.428908293;5.5631835083;5.1076181902;9.9130434783;28.183853547;72.135764043;12.529616222;15.789473684;157.3;59.88700565;7.1597096189;14.9611;37.22731;22.33639;5977;30;32;89.393939394;3230;39.721362229;8.327385201
Jefferson_Kentucky;Kentucky;9814.3961039;18.728659459;3.8737441877;4.1106018327;9.1271770526;19.222779255;90.057023651;19.127235075;29.5404814;683.7;30.716307368;5.5576296231;96.42622;104.51814;285.80395;5633;44;49;88.201160542;207279;69.213475557;4.4296990727
Jessamine_Kentucky;Kentucky;8968.1579143;19.352973918;4.5425401927;4.3660775619;8.1057837024;20.183782117;79.452928827;15.484160102;20;265.6;28.225806452;6.469492422;70.66868;35.59719;95.55035;4411;42;51;94.573643411;12776;62.860050094;3.8117538674
Johnson_Kentucky;Kentucky;12283.807681;25.968438972;5.4553619658;5.0208762038;15.okt;25.025805709;70.611406063;12.331205829;16.666666667;120.8;50.210084034;6.6211159915;73.98381;22.12977;150.48243;9615;35;37;95.792880259;5687;60.137154915;8.170995671
Kenton_Kentucky;Kentucky;10018.215938;16.736293428;4.0134227953;3.9758984024;8.6842266088;19.526717496;93.78036564;17.778974458;38.596491228;485.4;32.101372756;5.1493160181;84.27051;52.60008;152.96344;5087;41;52;91.994663109;45617;68.987438893;4.0023249056
Knott_Kentucky;Kentucky;13315.403016;29.031516267;5.6119470343;5.0085324877;9.7256857855;24.670819901;49.877645907;12.345122216;66.666666667;ápr.57;45.924225029;6.9115713346;38.6001;45.77856;39.23877;9748;32;33;97.54601227;3604;48.668146504;8.479020979
Knox_Kentucky;Kentucky;12978.383153;28.181384141;5.8195304028;5.4167562339;10.520760028;29.406533503;38.023398049;12.249827433;16.666666667;463.3;60.557884087;6.727308681;22.09108;28.82121;51.23771;9034;32;32;95.384615385;7591;38.967197998;7.572492163
Larue_Kentucky;Kentucky;7428.7884962;21.278498756;4.7320209707;4.4785614985;8.0762250454;21.742934922;55.802155992;13.753184414;21.052631579;301.9;37.709976003;6.5103936311;7.09421;21.11932;21.11932;6402;40;42;98.918918919;3337;55.558885226;4.7930283224
